V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
27015.390625,24974.459,24749.893,24586.291,24421.71,25108.945,26174.945,29207.9,29461.523,31513.771,33701.645,34908.875,37306.094,39005.965,39517.723,39740.613,39866.77,39139.367,37614.44,36380.504,35083.53,32015.67,29689.098,27210.863,26120.92,24892.445,25008.145,24394.174,24766.227,25216.082,25972.895,27283.129,29738.18,30880.059,33354.055,35709.473,35936.426,37290.285,38516.02,38393.516,38714.94,37933.043,36675.67,33955.734,33152.637,31474.654,28805.004,27446.115
8070.05517578125,7285.0127,6831.1724,6420.835,6072.2163,6123.215,6146.704,6843.1963,6773.4673,7211.924,7832.8657,8128.785,9165.859,9822.417,10333.319,10702.95,10920.885,10985.463,10856.402,10760.48,10429.6045,9927.247,9125.871,8360.515,7763.6846,7165.4717,6780.4653,6414.3125,6054.5073,6126.0254,5898.191,6226.695,6831.494,7230.5117,7711.5977,8643.391,8978.293,9798.917,10109.464,10443.952,10859.006,10949.541,10685.066,10343.634,10083.136,9785.323,8952.004,8344.662
507.69061279296875,499.98236,448.09912,466.53848,425.10513,441.56354,438.87305,466.20453,501.9205,562.5518,622.4545,590.6036,697.70734,698.576,714.76,745.37305,763.96234,764.6471,760.1626,748.0339,717.7501,663.7767,616.17365,546.4761,536.4413,491.958,461.35895,436.13132,444.26056,441.60284,445.94562,460.4904,499.67084,551.30066,585.63043,632.6727,649.55096,698.7024,701.10767,745.1464,729.509,756.5645,722.2405,724.893,705.12915,659.15393,586.79395,570.9763
189.22781372070312,178.46687,167.28886,157.67201,145.10379,144.0047,139.75122,139.40506,136.26721,138.67303,148.13239,150.43877,160.65778,166.4128,175.07654,178.97415,184.20671,189.60281,193.91716,198.48763,200.20775,199.45644,191.92262,186.45583,176.5695,167.4819,160.85681,149.49101,141.92268,139.9389,131.43384,130.63663,138.0082,141.06259,139.67828,154.06952,152.6364,162.52692,164.81374,173.79471,182.66939,185.23628,188.93095,191.5038,195.87225,195.36331,186.19682,180.40369
13493.5771484375,12283.391,11752.891,11134.99,10650.121,10719.498,10761.123,11840.748,11827.635,12392.785,13269.547,13744.811,15332.238,16379.195,17096.68,17669.682,17989.322,17901.195,17645.943,17399.871,16971.762,16252.239,15160.949,14047.732,13219.305,12400.559,11693.963,11321.346,10730.388,10849.278,10569.246,11068.773,11917.738,12441.097,13212.087,14518.431,15247.712,16467.729,16879.934,17370.293,17875.102,17996.463,17457.285,16966.57,16520.727,16111.286,14948.2295,14084.209
1308.441162109375,1213.9846,1146.4822,1075.1727,996.40466,979.7273,948.0886,1008.0253,1009.6302,1017.4059,1058.9209,1053.6926,1165.363,1237.6636,1331.5088,1395.003,1459.9353,1496.5037,1513.7218,1525.6741,1505.7765,1492.0654,1419.387,1340.654,1290.8009,1228.366,1162.419,1097.303,1015.72253,988.75024,940.24774,973.49243,1007.9721,1029.8204,1041.0526,1145.5098,1175.738,1267.5521,1320.3495,1380.7052,1480.093,1491.0636,1520.2118,1537.1246,1518.441,1508.4762,1421.4739,1365.2919
54256.875,50211.31,47240.19,44288.02,41884.88,41155.18,40544.824,42326.266,42569.492,43038.33,45102.92,45556.207,50632.832,54230.004,57778.375,60774.02,62642.57,63963.953,64697.39,64651.04,63646.57,62863.242,59200.35,55766.047,52889.836,50019.508,47214.812,44813.406,41901.473,41337.297,39658.453,40878.824,41807.555,43434.074,44257.93,48490.63,50538.305,55111.17,56787.605,59923.363,63054.047,63695.01,64119.164,64072.445,63110.8,62623.836,59083.82,56047.64
28957.416015625,26371.645,25321.676,23730.016,22828.854,22917.027,22962.617,25305.93,25304.746,27001.717,29327.396,31098.621,34157.477,36366.336,37591.484,38317.13,38602.633,38337.85,37462.7,36888.82,35946.71,34419.062,32031.814,29623.111,27736.809,26127.996,24838.676,23917.262,22636.258,23190.25,22572.521,23610.371,25957.41,27313.893,29103.545,32257.238,33561.703,36243.445,37007.184,37371.71,38298.08,38417.273,37197.88,35358.18,34561.45,33759.344,31613.152,29661.152
2131.3662109375,1938.731,1879.9198,1773.2574,1717.4858,1728.9829,1744.2571,1914.0933,1950.4153,2079.9233,2243.6267,2344.666,2595.1199,2752.3577,2841.975,2925.142,2932.8423,2883.846,2814.1597,2750.06,2668.7952,2553.8372,2395.531,2208.93,2082.7402,1977.2103,1848.5269,1824.0824,1735.1846,1764.1587,1770.045,1846.768,1999.3733,2104.8337,2246.8276,2440.7544,2581.2192,2775.0195,2821.0078,2862.4937,2897.6638,2904.4705,2787.4666,2648.8218,2569.8042,2512.4055,2361.139,2221.568
6246.583984375,5665.243,5467.6025,5090.227,4971.9136,4939.978,4993.5767,5444.8867,5568.435,6023.692,6550.269,6893.5957,7652.443,8212.704,8454.547,8774.669,8821.174,8691.429,8513.139,8316.946,8018.0396,7645.3276,7114.778,6490.998,6077.8,5711.618,5358.6045,5226.6396,4940.3833,5051.99,5011.7866,5246.2725,5659.5293,6069.913,6506.8657,7138.1196,7622.3384,8255.474,8384.177,8583.588,8741.387,8766.352,8426.442,7984.037,7720.913,7515.3447,7024.047,6517.139
15274.9951171875,13923.639,13317.15,12502.271,11911.479,12036.208,11971.975,13313.52,13127.07,13953.806,15192.302,16254.066,17819.998,18916.953,19648.842,19784.36,19964.613,19901.627,19389.834,19157.43,18752.07,17971.48,16698.508,15508.808,14487.37,13612.195,13027.558,12415.471,11752.768,12079.578,11575.131,12176.631,13524.09,14148.831,15079.238,16936.594,17370.273,18801.012,19242.05,19268.53,19867.121,19911.457,19314.578,18377.227,18060.03,17611.455,16477.42,15519.29
664.465576171875,644.25574,623.4032,610.3648,586.75653,586.4676,580.57837,577.98737,571.3697,573.5552,588.3829,592.17334,608.21063,618.6819,633.6498,641.68616,649.11383,662.41516,672.722,680.7549,683.3044,679.4888,665.2309,657.45374,638.21313,623.07776,613.14844,590.3617,582.40314,575.6241,562.30457,563.36456,574.9149,576.12463,573.41644,595.8603,587.7391,605.53406,611.58856,627.9578,646.19525,649.08997,657.8678,663.1752,674.4831,671.28394,654.85583,644.0317
261.15240478515625,233.53394,222.425,207.35704,193.7012,198.82391,198.5654,226.16483,223.8118,240.554,255.54425,269.20856,300.51123,327.76804,344.28018,358.41995,363.8602,363.81668,351.20117,341.3051,330.15024,314.0194,291.71185,262.81546,244.61621,233.34142,221.91238,205.16342,195.0756,197.26898,196.3523,206.23027,227.64893,234.6353,252.81429,286.03384,292.5339,322.4857,334.8712,347.27243,358.84406,358.15295,346.61795,323.8292,320.35864,307.84012,285.9054,271.01004
404.7947998046875,409.83148,435.42102,443.46216,513.4785,539.59393,599.57886,665.76794,724.1146,776.8161,816.1823,858.4963,863.4623,845.5428,791.5776,741.26636,721.891,667.59796,601.2197,533.4113,522.7429,452.56244,429.32498,402.5117,401.45575,401.2768,428.27655,461.91284,511.35303,558.5231,616.6429,664.67615,749.057,788.2484,824.6344,863.42847,851.54126,822.5485,797.1007,750.0975,689.93317,649.9215,589.8462,503.08347,481.38324,440.94714,426.05322,407.74948
2443.885986328125,2317.0457,2187.568,2063.4692,1948.185,1908.7598,1850.9791,1841.7006,1865.2109,1881.1606,1977.023,1973.6439,2116.584,2201.534,2264.169,2336.4495,2399.0505,2467.2856,2516.1106,2578.7964,2602.3435,2624.0266,2529.2812,2473.5183,2370.3564,2265.7163,2159.6882,2053.7583,1917.7781,1906.6372,1800.7119,1817.7131,1867.3739,1917.3751,1908.392,2018.1914,2050.187,2171.708,2202.957,2285.8708,2386.126,2440.545,2481.6682,2532.8464,2564.773,2585.9307,2501.9937,2408.185
17670.123046875,16061.418,15246.814,14741.067,13701.523,14207.804,14311.591,16005.928,15544.193,16518.633,18046.219,18754.19,20438.482,21387.39,22102.27,22284.547,22558.867,22685.484,22335.342,22202.95,21917.135,20759.877,19112.111,17652.328,16341.765,15320.482,14977.849,13817.922,13727.45,13787.879,13584.862,14322.524,16105.591,16341.753,17316.38,19211.146,19049.81,20179.39,21048.3,21091.504,21838.543,21892.266,21499.004,20466.59,20702.348,19984.71,18281.27,17249.08
1898.9749755859375,1721.0391,1619.8206,1523.341,1442.4666,1454.4614,1458.0004,1594.9973,1615.093,1710.3418,1850.4437,1925.125,2123.0513,2270.2444,2362.8433,2434.1748,2474.355,2491.324,2451.5098,2420.1704,2354.8218,2260.767,2086.6995,1945.1182,1807.4468,1700.2023,1605.1166,1527.7151,1439.3492,1468.9342,1438.7336,1493.9739,1649.2542,1731.545,1825.7485,2011.983,2062.5283,2231.3787,2298.3237,2357.6882,2433.7375,2457.8853,2406.4648,2285.8843,2241.5378,2201.7405,2046.1929,1928.4797
4311.94140625,4026.064,3737.841,3456.5806,3147.0535,3034.8218,2895.99,2915.1904,2878.4873,2857.3235,3025.4917,3033.5603,3350.8892,3554.5745,3830.1714,4017.9783,4202.8115,4420.6064,4562.539,4675.733,4713.8555,4703.6636,4511.2476,4296.9253,4142.65,3900.6775,3696.3608,3406.711,3141.0083,3032.3843,2761.1338,2804.8591,2886.0215,2933.523,2921.3877,3236.415,3206.308,3531.7275,3654.7402,3902.8154,4226.062,4293.0303,4471.9487,4609.2295,4670.7847,4685.9,4461.831,4248.301
4967.93115234375,4563.036,4384.802,4164.7812,3938.787,3975.6802,3967.8604,4383.8213,4377.1333,4562.421,4898.848,5099.3354,5572.7573,5893.744,6176.025,6305.5264,6400.717,6386.7134,6282.3975,6213.371,6056.674,5808.8037,5470.1436,5077.4873,4836.87,4585.8066,4351.96,4191.828,4049.0383,4005.7805,3954.0583,4105.4414,4492.27,4592.336,4852.047,5328.0957,5507.359,5878.121,6057.2344,6149.8174,6328.0596,6371.9814,6210.5566,6050.629,5910.769,5786.592,5407.7397,5144.172
111541.8828125,103004.48,98318.734,93695.01,88669.625,89627.125,89678.586,97474.81,96317.43,101131.45,108273.5,112490.55,121805.59,128689.0,133384.25,136298.0,138159.61,138877.03,136834.84,136277.5,133387.12,128072.99,120314.38,112753.65,106934.016,100765.49,97138.53,92266.266,88645.09,89096.53,86669.94,90049.125,97950.54,100967.984,105889.914,115988.7,118210.96,125873.96,129910.51,132233.28,136693.75,137371.1,134721.27,130403.77,129198.12,126278.81,117982.29,112452.195
102667.828125,95387.65,91100.055,86562.8,82011.875,82605.75,82209.625,88407.74,87545.16,90638.25,95972.82,98476.7,107280.54,112637.91,118294.31,120996.92,123217.34,124266.37,123242.766,122843.67,120691.35,117417.586,110862.66,104360.17,99771.414,94785.266,90870.61,86784.52,82725.32,82683.11,80219.875,82809.63,88809.43,91110.766,94568.234,103176.234,105876.6,112640.53,116147.836,118970.23,123099.836,124166.11,122476.33,120660.96,118701.17,116931.11,110144.29,105646.28
94724.8515625,88120.41,84179.586,80060.84,75860.45,76465.1,76128.125,81761.98,80908.195,83775.02,88617.04,90869.26,98867.58,103684.65,108836.53,111257.53,113263.414,114240.234,113304.43,112956.18,111027.195,108060.69,102108.33,96213.5,92036.33,87483.375,83961.984,80184.52,76485.9,76475.266,74210.35,76568.555,82083.41,84175.0,87291.05,95123.92,97511.21,103611.445,106847.984,109401.75,113146.4,114121.94,112584.25,110937.734,109211.03,107592.914,101402.27,97373.805
5890.46630859375,5566.006,5163.645,4813.0024,4470.8965,4280.0356,4130.5244,4100.0557,4086.024,3981.462,4088.9988,4044.9858,4448.9233,4685.8066,5025.0386,5353.089,5620.8687,5892.0503,6100.0737,6233.016,6310.342,6398.7183,6232.2134,5945.9434,5732.1367,5441.2446,5171.295,4795.8706,4454.972,4271.9893,4008.537,4056.061,4035.671,4059.877,3963.746,4269.654,4378.0806,4731.538,4895.938,5264.8594,5631.86,5768.603,5987.8926,6230.465,6345.8535,6409.564,6198.761,5914.2295
44961.92578125,42509.633,40188.89,37946.95,35432.37,34755.0,33815.93,34187.33,33945.547,34209.33,35926.64,35874.125,38944.76,40299.055,42314.543,43829.56,45036.566,46256.465,47265.87,48102.203,48448.562,48735.51,46935.14,45337.082,43628.797,41603.203,39659.203,37482.516,35295.27,34535.83,32807.74,33220.83,34121.45,34836.133,34813.605,37353.723,38012.477,40349.566,41313.65,43052.098,44829.7,45661.3,46567.926,47616.004,47996.133,48261.902,46355.145,44722.855
1280.2122802734375,1221.049,1186.2213,1134.6154,1091.3864,1078.7408,1057.2047,1073.6714,1092.8907,1119.6542,1170.877,1160.4955,1239.5046,1275.2782,1304.2119,1336.4053,1360.1643,1364.0498,1376.029,1393.3866,1393.8871,1392.2262,1341.2819,1316.1628,1278.4124,1239.9045,1177.6508,1151.1014,1089.5557,1085.82,1054.1909,1075.1599,1100.6865,1136.3745,1150.3856,1191.9423,1235.7578,1281.2687,1298.4803,1319.5234,1355.4536,1376.9637,1375.0918,1389.8079,1381.0891,1383.4882,1338.4531,1299.3892
23345.130859375,21436.668,20319.379,19361.418,18150.578,18516.082,18600.27,20640.117,20504.297,21833.652,23609.053,24504.998,26593.65,27945.842,28796.379,29252.697,29629.64,29694.85,29123.785,28990.582,28383.71,27089.088,25243.262,23591.139,22114.66,20814.98,19998.979,18823.29,18186.434,18382.662,17965.09,18824.312,21099.338,21796.572,22989.975,25168.95,25430.717,26907.387,27859.393,28128.607,29000.057,29190.408,28468.188,27272.393,27144.484,26439.69,24435.938,23310.832
2058.11083984375,1877.7332,1719.2361,1619.1328,1456.0771,1462.8616,1425.102,1526.9126,1495.8013,1615.2,1763.2433,1766.0406,1961.0791,2006.4935,2121.4858,2194.4648,2209.5627,2310.3503,2354.9758,2415.1187,2377.5635,2342.5286,2174.3582,2052.8318,1903.0977,1774.1143,1682.9001,1550.6947,1433.3098,1390.0818,1347.7896,1417.6215,1567.2479,1640.5867,1685.02,1847.2441,1808.307,1935.8691,2041.6322,2054.9485,2171.5396,2212.9497,2267.4658,2242.1052,2296.3542,2257.6375,2075.683,1979.689
3059.52880859375,2854.9807,2616.6912,2434.5376,2149.2031,2100.2156,1981.0532,1956.0082,1888.5854,1929.5737,2122.1194,2168.4683,2373.2886,2494.9424,2646.9023,2757.0342,2829.2708,2954.9946,3070.1353,3161.9326,3205.3677,3193.8936,3054.009,2991.1873,2795.4136,2603.1235,2459.591,2222.6536,2081.9797,1996.9642,1827.2942,1825.4089,1908.3958,1969.5215,1955.3842,2222.0793,2153.1567,2401.9636,2439.7117,2603.2947,2789.9424,2830.5452,2906.6177,2968.291,3089.569,3086.8616,2927.7725,2822.0823
111463.359375,102931.2,98250.2,93630.69,88605.42,89564.29,89614.64,97405.09,96247.164,101057.12,108194.22,112410.03,121719.29,128601.97,133294.44,136206.02,138067.23,138783.16,136741.84,136185.45,133297.33,127983.36,120229.73,112675.31,106856.63,100691.11,97067.15,92196.43,88581.445,89031.02,86606.84,89981.28,97877.45,100891.86,105810.15,115907.68,118126.45,125786.02,129820.086,132141.72,136602.11,137277.55,134626.72,130313.805,129107.91,126193.69,117897.484,112370.68
1958.4246826171875,1858.7665,1783.0223,1684.6178,1609.772,1584.5125,1562.447,1627.4464,1634.5192,1639.4203,1700.3042,1696.3812,1817.0859,1902.9789,2020.1858,2075.108,2155.5637,2183.6606,2184.1746,2197.8752,2176.0798,2156.7632,2095.5261,1993.0154,1948.2972,1876.3625,1800.4813,1721.0204,1631.0193,1613.1249,1550.4529,1588.771,1634.0798,1662.6405,1662.206,1787.861,1849.2924,1948.0989,2000.7202,2084.6245,2194.4673,2203.4614,2219.6604,2255.3271,2204.4907,2199.8906,2125.422,2061.6865
3643.72509765625,3454.6138,3264.7163,3069.7231,2797.4365,2736.767,2642.5269,2666.9355,2560.4126,2638.6653,2847.5908,2909.0083,3154.588,3276.3696,3449.6204,3535.2158,3620.5142,3695.599,3745.6943,3823.8833,3860.7856,3824.5474,3701.5215,3586.736,3449.4924,3288.1084,3144.6443,2906.7795,2755.6672,2653.4482,2488.2363,2497.1094,2606.6504,2680.9473,2705.0234,2973.5283,2988.9983,3192.3628,3288.9912,3408.4946,3572.5642,3607.8936,3642.2551,3684.3315,3756.7886,3745.9136,3621.1726,3508.5608
3481.425537109375,3203.7024,3039.2627,2883.1992,2759.4817,2763.2415,2760.3794,2978.122,2949.7678,3105.8054,3344.0864,3444.5686,3843.374,4081.018,4287.577,4428.6133,4533.6616,4551.1895,4537.5977,4493.453,4380.439,4222.245,3920.379,3619.7163,3399.1997,3176.2493,3007.2373,2877.1638,2761.5376,2765.9749,2677.0793,2777.0823,2980.5789,3132.8857,3294.717,3647.372,3823.0947,4123.7476,4225.4204,4371.8013,4509.537,4572.6045,4486.3887,4402.528,4289.5303,4183.811,3877.3416,3632.4973
3318.75,3041.5093,2902.7024,2767.7588,2640.0464,2656.771,2669.62,2888.9414,2879.981,3012.1084,3230.1313,3326.628,3702.2175,3925.0042,4120.3027,4252.4883,4329.289,4321.697,4287.431,4235.064,4129.026,3965.7,3708.381,3438.2156,3238.7664,3037.9504,2876.835,2776.9185,2672.1035,2673.656,2619.8896,2709.5417,2910.8462,3023.7012,3189.7173,3504.651,3672.097,3950.8186,4050.1396,4176.413,4295.3843,4330.613,4221.297,4125.1206,4017.4836,3930.9966,3647.1497,3445.2236
1088.1490478515625,1028.3134,988.1749,941.4166,864.42395,852.13074,824.54474,851.58514,831.9971,859.1791,919.33344,941.25037,1022.0879,1053.7733,1108.9753,1130.0383,1153.1576,1164.3475,1182.7731,1185.3656,1196.9772,1177.3304,1132.9182,1087.2043,1056.4847,1015.9812,968.61554,920.0266,878.0042,849.6875,812.5793,817.0143,860.32837,873.9419,896.3559,980.40704,989.1433,1052.7454,1081.1006,1100.2334,1143.1265,1149.9888,1158.562,1164.7815,1160.5853,1167.6254,1111.8763,1081.5714
34550.7578125,31964.77,30843.844,29287.611,28174.072,28360.27,28246.742,30143.53,29651.219,30580.656,32439.502,33789.773,36970.055,39282.414,41152.676,42183.902,42933.203,42953.4,42394.453,41990.246,41259.098,40045.402,37731.46,35364.863,33560.633,31854.031,30590.477,29413.451,28231.332,28391.975,27536.258,28265.11,29887.842,30628.57,31947.164,35351.28,36760.883,39506.113,40381.66,41601.12,42900.766,43089.426,42189.83,41321.723,40499.785,39769.953,37546.254,35637.56
156.50546264648438,135.24008,127.19951,118.737,108.94382,109.30754,107.05251,124.74749,126.96002,141.2852,157.73608,170.34538,197.41684,218.5837,228.74554,240.40811,241.2309,240.8339,235.68451,226.22064,217.60619,201.19377,181.40688,163.25876,148.17676,134.60779,124.631744,117.868866,108.53913,110.60492,107.3177,115.343994,125.910225,141.10205,158.5331,182.6793,189.5281,217.79718,225.73035,229.46378,238.11359,235.83453,228.22766,208.79678,200.76021,193.66345,175.29474,159.76405
33892.37109375,31371.777,30284.629,28773.918,27685.936,27874.094,27765.307,29622.258,29133.828,30047.93,31862.62,33179.96,36284.383,38535.875,40352.273,41355.652,42082.52,42096.54,41547.34,41149.285,40436.727,39250.14,36995.82,34691.17,32927.465,31266.0,30038.281,28891.951,27744.566,27898.84,27071.71,27785.62,29370.086,30093.281,31381.676,34701.023,36074.91,38747.46,39602.535,40782.438,42042.54,42226.367,41341.637,40492.15,39692.96,38977.91,36805.234,34946.46
5038.25244140625,4778.071,4459.784,4149.7417,3863.913,3742.74,3639.4688,3646.8606,3596.6748,3513.5796,3609.5322,3549.373,3858.0432,4025.0903,4407.4595,4642.3135,4915.783,5090.0874,5237.247,5385.6274,5418.7354,5491.3286,5354.7637,5112.3936,4959.169,4700.7456,4460.595,4132.806,3882.8013,3723.7217,3458.8342,3552.8247,3543.3115,3572.3933,3465.6577,3758.1536,3890.1604,4150.1143,4284.4697,4656.24,4981.935,5075.919,5251.234,5497.458,5536.438,5538.4326,5362.3965,5161.4556
16882.775390625,16034.516,15126.873,14161.004,13314.057,12977.73,12672.085,12885.637,12738.575,12571.32,12963.36,12801.153,13852.943,14384.072,15535.637,16143.526,16943.875,17471.236,17835.043,18245.1,18309.748,18488.14,17947.283,17149.617,16693.94,15910.19,15211.549,14227.359,13421.475,13013.631,12217.909,12531.348,12670.292,12749.028,12523.06,13526.323,13910.053,14695.299,15187.074,16152.337,17154.787,17420.252,17945.086,18601.348,18638.805,18651.639,18064.584,17406.043
36181.64453125,33820.35,32369.53,30666.98,29328.078,29095.627,28690.275,30155.111,30055.41,30281.873,31662.795,32183.92,35004.3,36890.258,39071.45,40291.023,41480.273,42006.973,42181.46,42247.215,41686.383,41141.008,39130.93,37136.285,35574.69,34009.17,32509.0,31197.982,29574.96,29290.045,28197.828,29007.64,30066.104,30742.977,31240.137,34031.086,35254.645,37646.734,38607.65,40045.28,41874.875,42201.086,42256.65,42373.688,41599.742,41290.61,39269.293,37567.387
390.6280517578125,350.52963,331.28577,308.25497,290.83228,295.79807,298.32178,332.83124,328.9221,346.8913,376.50122,398.0308,439.4204,477.58704,500.44818,518.6139,530.04047,529.44977,517.8833,508.88138,494.42328,466.4007,431.76306,393.09833,369.22998,345.113,332.24158,308.68558,290.5927,292.66333,286.34222,299.9262,334.46118,344.54288,367.70538,414.43076,429.19348,464.88947,482.4085,500.45255,523.8174,524.07,508.75525,485.4121,477.21884,461.7541,427.0043,400.05515
2465.638427734375,2275.831,2218.257,2081.6355,2033.1436,2035.1145,2060.0251,2205.5947,2229.2703,2380.8696,2582.2944,2722.1465,2946.0527,3090.1433,3146.71,3195.9268,3189.6973,3139.1692,3078.8267,3044.1865,2978.5042,2882.5022,2726.8105,2532.4253,2388.4521,2265.599,2153.7263,2111.566,2024.405,2059.191,2043.9741,2128.4856,2312.7273,2407.9683,2546.9648,2756.7651,2908.9114,3074.7578,3124.651,3121.5996,3149.9873,3164.2114,3057.5732,2925.7903,2882.685,2830.2559,2685.1575,2517.2861
2004.971435546875,1890.4545,1812.484,1705.805,1604.6826,1577.3849,1548.7296,1620.554,1610.7905,1585.6442,1640.8328,1609.9424,1743.2053,1806.5803,1965.7563,2033.8534,2129.665,2191.6455,2220.6191,2252.5361,2249.8958,2278.6372,2192.585,2103.3884,2028.7612,1922.0096,1838.9728,1744.7639,1658.274,1599.515,1513.5605,1594.8668,1603.9724,1630.4133,1597.0836,1719.4901,1780.1259,1872.7618,1953.0857,2033.0964,2167.8071,2187.389,2266.1218,2327.5679,2286.975,2305.85,2228.374,2130.0095
