V1,V2,V3,V4,V5,V6,V7,V8
9611.400390625,9680.078,9630.424,9651.515,9642.104,9703.62,9667.666,9692.323
1402.2186279296875,1379.1632,1404.1599,1410.4836,1414.5095,1391.089,1413.4854,1419.8956
8820.4921875,8938.24,8867.743,8864.911,8847.005,8977.394,8944.45,8939.69
9097.3583984375,9224.171,9128.695,9180.806,9085.412,9233.603,9163.781,9204.203
1491.467041015625,1516.307,1511.1636,1439.2235,1498.0107,1518.571,1529.5087,1460.7804
5779.22119140625,5780.633,5775.3496,5769.5044,5774.317,5784.504,5788.3345,5784.134
2631.79296875,2619.721,2646.5361,2592.4949,2640.5732,2619.0244,2652.8896,2598.7905
1652.08154296875,1650.3616,1653.7883,1657.1284,1661.8562,1658.044,1665.6259,1666.4209
6885.34716796875,6906.8403,6856.1523,6889.267,6899.4565,6925.698,6890.0464,6921.084
2953.34033203125,2945.5686,2984.3882,2922.5781,2960.9526,2944.3862,2984.9907,2924.7498
1472.2169189453125,1476.2814,1472.1415,1469.4076,1484.1749,1486.232,1484.9261,1485.5701
7296.36376953125,7335.342,7319.401,7266.811,7307.3867,7333.6816,7315.414,7282.925
9397.4443359375,9481.612,9454.055,9366.868,9415.528,9468.3955,9439.336,9367.355
1388.4078369140625,1397.8942,1401.8031,1396.5361,1396.7625,1402.5496,1408.2566,1400.8374
2815.4345703125,2846.9333,2883.83,2911.686,2943.6584,2957.8364,2995.1003,3015.4731
2108.272705078125,2118.4116,2127.8499,2127.9663,2138.791,2148.2173,2155.584,2163.7021
2940.08544921875,3003.208,3064.9165,3118.655,3195.4463,3225.8975,3281.8901,3323.7668
3215.316650390625,3247.7734,3302.3794,3350.085,3406.2908,3407.9958,3471.4526,3502.7751
4743.23486328125,4763.5767,4820.163,4853.239,4885.172,4897.4517,4942.5176,4965.871
6276.09521484375,6412.1357,6504.7344,6585.088,6677.3237,6752.951,6868.0684,6903.38
10854.451171875,11025.871,11144.281,11243.036,11397.859,11506.131,11612.902,11699.08
3224.06591796875,3245.983,3273.1177,3245.1562,3273.6118,3281.864,3316.542,3294.4377
1101.6202392578125,1108.8514,1103.5011,1111.8495,1114.3246,1122.2524,1122.3517,1121.7716
10718.3251953125,10754.442,10776.004,10786.174,10811.79,10835.813,10854.42,10862.979
4958.7548828125,4970.8066,4935.378,5008.612,4992.7695,5035.4727,5016.237,5072.358
3912.86669921875,3898.2244,3895.42,3905.7703,3944.8682,3936.207,3932.4229,3952.8643
5241.3251953125,5293.958,5334.521,5374.63,5426.1875,5451.4126,5496.46,5523.112
3049.251953125,3076.4119,3100.08,3123.9202,3152.1184,3166.9744,3188.0122,3208.3665
1608.463623046875,1616.791,1624.3651,1630.866,1638.8733,1642.2788,1650.5442,1655.4824
13559.380859375,13623.795,13695.884,13760.195,13829.66,13848.617,13931.544,13979.752
17757.61328125,17942.21,18101.154,18233.854,18387.059,18473.113,18633.678,18721.195
17315.033203125,17495.658,17652.602,17782.643,17933.582,18017.348,18175.582,18261.93
1684.1656494140625,1693.8416,1708.0411,1716.0365,1727.4299,1731.5446,1746.6327,1752.0885
6804.2275390625,6809.6377,6806.0054,6805.0376,6802.4546,6810.4536,6804.0845,6803.8735
4523.740234375,4523.2397,4524.174,4523.7754,4522.9263,4525.4644,4523.9136,4523.3213
2202.727783203125,2197.6008,2195.0913,2191.5923,2190.0276,2190.7478,2187.7844,2185.964
3497.195556640625,3475.687,3496.9082,3516.6042,3503.2212,3448.4788,3487.5334,3519.572
12299.91015625,12269.1455,12272.682,12296.05,12292.401,12250.122,12254.767,12298.265
33600.49609375,34039.06,34270.668,34218.03,34923.87,35015.957,35427.47,35179.42
1107.4918212890625,1106.3203,1108.0236,1110.3198,1108.5511,1106.101,1106.237,1109.3385
2374.5830078125,2388.288,2397.485,2405.4778,2417.154,2423.498,2433.36,2439.5232
3859.682861328125,3842.1821,3844.0317,3879.746,3863.55,3842.4907,3843.7983,3877.0334
8413.6357421875,8342.407,8325.051,8409.833,8375.811,8312.477,8317.573,8403.03
8520.8642578125,8358.855,8337.313,8396.067,8496.195,8338.59,8373.929,8455.341
1083.351318359375,1080.0331,1078.9412,1081.106,1081.9402,1077.3286,1078.6489,1083.2025
7242.9482421875,7241.5054,7249.0923,7236.771,7241.872,7234.83,7231.3145,7220.042
1572.3817138671875,1583.3904,1590.8721,1597.3162,1605.121,1610.8604,1618.8292,1623.4922
4000.64208984375,3983.3748,3983.9329,3979.9036,3986.4094,3977.0132,3977.911,3980.4788
5921.45556640625,5905.5,5908.5337,5901.3345,5908.6406,5897.8706,5904.881,5901.6333
8999.58203125,8991.415,9002.503,8923.853,8965.557,8964.787,8949.257,8877.222
21183.107421875,21287.006,21353.867,21396.705,21483.564,21534.64,21603.512,21640.668
2441.455810546875,2419.4253,2413.9707,2418.3828,2419.9875,2402.0935,2409.7822,2422.0347
1563.78564453125,1517.1185,1494.689,1513.5645,1518.9069,1494.7943,1498.2742,1544.1696
6901.49560546875,6846.3413,6830.1865,6852.465,6843.3066,6812.3115,6809.619,6843.2188
4285.2890625,4287.2715,4284.773,4284.2095,4283.8687,4289.277,4279.9233,4286.518
2291.196533203125,2276.8577,2277.546,2280.1758,2280.1992,2268.014,2282.476,2288.7864
2293.59814453125,2290.7756,2289.1162,2292.049,2290.6082,2288.5664,2288.5466,2292.3936
6089.13623046875,6068.096,6067.7666,6088.887,6075.51,6061.3228,6052.981,6079.066
1822.219970703125,1825.8467,1829.0032,1831.4667,1837.8553,1839.1339,1843.002,1845.8805
3685.63720703125,3708.865,3728.6104,3747.5828,3775.2263,3788.8584,3803.8179,3822.0034
6258.67529296875,6247.335,6260.723,6250.7007,6240.9194,6244.1196,6249.8047,6241.924
2317.818115234375,2308.8108,2314.635,2319.1543,2317.6304,2308.2153,2314.9246,2319.7197
3099.19921875,3100.5117,3103.0625,3107.2637,3106.943,3107.081,3107.6384,3115.4385
2331.100830078125,2324.2173,2320.8953,2326.604,2327.1055,2321.1997,2321.5054,2327.134
5688.07080078125,5666.135,5658.41,5690.2334,5676.8604,5658.6675,5661.1133,5694.8174
3906.968505859375,3899.2476,3904.752,3907.6086,3906.0518,3901.619,3903.8132,3909.7263
3398.1943359375,3401.879,3399.4746,3401.3455,3397.4736,3404.9333,3396.4917,3398.956
3265.743408203125,3259.7773,3264.22,3264.105,3261.1387,3256.3716,3263.0654,3266.3774
1412.8692626953125,1436.3363,1429.9829,1435.3418,1424.5707,1443.8158,1438.0326,1446.6073
2449.77294921875,2430.3713,2428.0388,2432.0933,2433.1,2418.671,2433.9192,2444.0403
1556.35595703125,1451.2426,1550.1215,1688.4108,1562.2974,1466.9167,1564.8613,1713.462
4069.267333984375,4094.785,4106.684,4121.727,4142.7383,4156.801,4170.1006,4190.8867
3239.65966796875,3256.228,3262.3142,3277.9216,3290.9807,3302.7627,3313.2578,3324.362
1470.47216796875,1497.3867,1527.0857,1537.0106,1556.3911,1569.2351,1597.8236,1602.9221
1686.946044921875,1689.1274,1688.7058,1687.7893,1685.898,1687.4779,1685.8165,1686.2787
3322.23193359375,3323.512,3322.649,3325.8943,3326.6929,3332.1843,3334.626,3337.58
1775.76123046875,1794.2211,1810.1155,1823.3853,1838.7058,1847.3113,1863.3678,1872.1194
10349.9453125,10363.586,10360.594,10354.882,10343.928,10353.409,10342.874,10345.378
1387.2164306640625,1399.4749,1401.4086,1414.3462,1397.352,1400.9353,1414.1266,1422.3141
5952.49560546875,5979.6147,5987.877,6010.071,6030.779,6043.2583,6062.664,6076.4644
1218.52587890625,1226.4662,1233.1819,1238.8285,1244.3572,1249.3829,1256.87,1258.834
1075.4393310546875,1078.8074,1082.5594,1084.5319,1087.3455,1089.4727,1093.7656,1093.9252
1130.3363037109375,1133.8759,1137.821,1139.894,1142.8513,1145.0868,1149.6006,1149.768
7884.86767578125,7865.34,7857.8047,7897.7925,7911.167,7886.626,7900.128,7908.7783
3334.256103515625,3377.8792,3383.307,3408.7996,3431.1394,3472.5596,3477.1157,3498.2646
3345.09130859375,3403.5112,3403.9626,3436.908,3462.081,3515.437,3512.9133,3549.5913
10047.611328125,10124.282,10181.929,10260.578,10319.875,10359.488,10428.047,10468.287
1119.1553955078125,1123.9818,1123.6517,1124.8665,1121.8448,1127.4061,1126.969,1126.2628
2770.901611328125,2763.7478,2760.954,2769.2153,2769.3162,2767.7595,2758.1758,2764.7717
1058.5347900390625,1054.7429,1055.8624,1058.4644,1055.822,1056.6299,1052.1362,1054.7722
10456.8310546875,10569.485,10608.447,10706.789,10790.424,10853.068,10898.808,10977.299
6339.3974609375,6406.6133,6461.1455,6511.954,6567.1387,6599.578,6655.375,6694.579
9424.33984375,9431.267,9455.912,9456.98,9474.553,9472.695,9488.071,9495.601
7595.599609375,7669.514,7728.4624,7780.8535,7840.8447,7877.265,7937.032,7978.326
12048.9638671875,12035.515,12063.666,12081.067,12076.145,12062.041,12088.922,12101.213
5931.94140625,5973.2686,5994.9297,6052.522,6078.085,6100.2686,6130.319,6165.5254
18015.69921875,17938.168,18434.322,18448.988,18742.518,18514.908,19035.709,19120.084
12516.169921875,12663.922,12873.614,12820.692,13251.796,13289.988,13500.5205,13577.016
11716.662109375,11852.251,11941.987,11998.654,12086.483,12170.152,12258.519,12285.154
10442.9755859375,10562.583,10545.264,10629.977,10729.332,10810.021,10824.693,10906.199
19335.8203125,19652.768,19906.3,20044.14,20315.281,20468.033,20754.447,20837.074
4156.1962890625,4042.2134,4205.992,4113.1377,4238.551,4126.9863,4282.1646,4198.268
5736.701171875,5675.5537,5836.127,5866.8843,5990.1875,5912.557,6068.6797,6155.6445
6036.01904296875,5744.7617,6184.2905,6238.6763,6135.329,5861.742,6261.777,6326.8716
4477.26953125,4128.346,4343.0396,4394.3335,4597.034,4231.6826,4462.2915,4510.5996
6092.6494140625,6014.4526,6001.4795,6010.277,6014.8994,5953.343,5985.4404,6029.7393
1884.06396484375,1862.582,1889.5511,1894.4728,1884.9299,1861.3538,1890.1416,1885.495
2307.82666015625,2284.1404,2372.9377,2324.6814,2308.2273,2290.7085,2377.7312,2330.4548
7604.3544921875,7849.0977,7864.5757,7649.368,7663.746,7883.786,7929.0645,7738.7373
989.3857421875,982.6409,1136.7001,1209.7987,998.24207,1006.4809,1147.9568,1227.8599
2469.302978515625,2482.6455,2456.1045,2495.4297,2484.5833,2526.3362,2513.7695,2506.3416
1231.537841796875,1225.356,1247.7269,1262.6747,1294.502,1275.9778,1304.9286,1318.1318
7777.7041015625,6678.093,6978.5317,6763.846,7848.1646,6728.802,7069.8813,6875.075
1457.20947265625,1403.8674,1439.6857,1373.8357,1463.1561,1408.1208,1461.7615,1399.596
1212.35107421875,1218.5464,1224.2236,1228.3218,1232.7045,1235.7433,1241.3694,1243.5403
1219.263916015625,1225.6237,1231.2142,1235.4238,1239.6218,1242.9193,1248.6033,1250.8
1187.0201416015625,1189.6713,1200.1614,1205.65,1210.4508,1209.8011,1219.8384,1222.9014
1223.4661865234375,1230.1202,1236.576,1239.8939,1243.7728,1247.8096,1253.7251,1254.6987
1229.74755859375,1237.3871,1244.4142,1248.4485,1253.495,1257.9401,1264.6971,1266.3159
1231.0418701171875,1238.416,1246.2506,1249.9862,1255.5914,1259.7045,1267.3533,1268.685
1205.9764404296875,1212.6705,1219.5331,1222.811,1227.2548,1231.1674,1237.2963,1238.709
1241.6259765625,1250.901,1260.2552,1265.0331,1270.0554,1275.6503,1284.1385,1286.547
1242.5640869140625,1253.3549,1259.6783,1265.9725,1270.669,1278.0555,1284.0922,1287.4072
1239.7252197265625,1244.0394,1247.927,1256.2104,1259.7325,1261.3096,1265.3888,1272.0826
1267.346435546875,1272.4094,1283.5281,1290.0333,1297.207,1297.8374,1309.357,1314.582
1205.5406494140625,1211.1744,1216.5089,1219.5978,1222.6967,1226.0425,1231.1799,1232.3005
1193.155029296875,1199.4523,1203.8379,1206.6989,1210.5808,1214.5994,1218.5735,1220.0227
1194.2841796875,1200.4805,1205.8982,1209.9219,1214.2039,1217.5396,1222.6548,1224.8534
1223.459228515625,1229.7842,1235.4437,1238.8596,1243.0474,1246.4102,1252.0178,1253.498
1234.1483154296875,1241.7504,1250.4785,1254.2926,1258.917,1262.968,1271.9457,1273.38
1221.30517578125,1228.2688,1233.3245,1238.7344,1243.0262,1246.9047,1251.649,1255.598
1191.3304443359375,1198.8718,1203.3079,1207.8154,1211.9044,1216.2328,1220.5438,1223.3496
1209.165283203125,1217.5393,1223.8496,1227.5433,1231.0701,1236.5232,1242.4006,1243.4941
1291.195068359375,1301.8586,1310.8722,1315.9297,1321.5009,1328.4824,1337.1265,1338.6846
1220.204345703125,1227.0306,1234.9148,1237.4583,1241.4767,1245.2041,1252.8585,1252.8931
1222.3370361328125,1227.3712,1232.0726,1236.0442,1240.392,1242.6835,1247.3904,1249.7582
1228.3724365234375,1232.4652,1235.3114,1242.3667,1246.5265,1247.833,1251.0021,1256.5834
1226.0391845703125,1230.9026,1235.2755,1238.7618,1242.6493,1244.9515,1249.1841,1251.1978
1175.5098876953125,1179.1388,1181.3439,1184.1477,1186.9335,1188.8625,1191.0385,1193.022
1222.0281982421875,1228.8258,1235.2522,1239.756,1244.532,1248.0742,1254.4584,1256.76
1235.10107421875,1242.2056,1249.1857,1253.5054,1258.324,1262.1417,1269.1666,1271.3221
1210.2991943359375,1216.2162,1223.165,1227.4552,1232.4366,1235.1683,1241.9392,1243.805
1237.718994140625,1246.8514,1255.6284,1259.3484,1263.6278,1269.8486,1277.372,1278.2073
1263.6517333984375,1271.4288,1275.3511,1282.1722,1286.191,1290.5188,1294.1362,1299.2599
1233.832763671875,1239.7064,1242.4146,1248.7891,1252.2733,1255.0834,1257.854,1262.742
1228.6666259765625,1234.3009,1236.5078,1243.3286,1246.6776,1249.4464,1251.7283,1257.2985
1251.4249267578125,1256.5,1260.1986,1264.1393,1267.816,1270.9208,1274.4397,1276.47
1193.3919677734375,1197.6042,1199.8029,1203.998,1206.763,1208.8182,1211.2672,1214.3634
1186.7607421875,1190.4639,1192.0424,1196.6307,1198.8427,1200.5674,1202.3632,1206.0343
1182.263916015625,1185.5393,1187.0958,1192.565,1194.1471,1195.664,1197.3431,1201.9872
1358.9144287109375,1370.503,1375.914,1386.3228,1392.7156,1398.89,1404.0387,1411.7488
1708.4925537109375,1715.1833,1703.3497,1722.7931,1709.2305,1713.3596,1702.4299,1719.5239
1685.7181396484375,1682.2275,1682.1475,1694.8209,1694.979,1689.9095,1690.0132,1704.1812
1614.1405029296875,1609.4285,1615.7349,1619.9502,1638.5901,1629.5457,1637.2396,1643.8064
1678.14990234375,1682.4155,1682.6807,1691.1963,1701.393,1700.0004,1703.7167,1712.14
2395.9052734375,2403.2864,2417.3054,2428.4146,2448.2664,2446.8877,2461.4595,2470.738
1240.16943359375,1295.815,1324.6194,1359.446,1410.6833,1435.0718,1469.2773,1499.6377
5030.423828125,4529.845,4851.4287,5009.1294,5104.9316,4571.2837,4886.6533,5113.7847
1514.000732421875,1562.8044,1571.2062,1583.9586,1555.6078,1603.3077,1579.9492,1607.3344
18364.763671875,18653.49,18906.387,19116.625,19412.656,19526.107,19797.678,19939.29
11875.919921875,11959.172,11522.941,12339.152,11932.947,12346.607,12110.436,12193.445
12496.845703125,12822.501,7949.8896,11105.937,12452.568,12720.213,7864.8804,11443.099
2252.69189453125,2396.215,2634.5278,2575.8936,2365.8708,2418.2446,2618.7334,2560.3928
6960.619140625,6307.853,5915.4272,6729.4814,7488.4277,6706.5137,6502.599,7336.896
1189.9344482421875,1058.9594,1306.5038,937.85376,1133.9423,1090.7543,1345.8716,900.9341
10048.2919921875,10297.058,10393.99,10635.834,10886.621,11114.395,11307.381,11439.766
13856.4833984375,14818.061,15068.384,15542.457,14499.406,15351.586,15622.804,15999.779
6618.90625,6901.9854,6686.626,7371.7056,6657.572,6908.2163,6719.5884,7352.915
7235.8212890625,7200.123,7052.273,7034.991,6995.8486,7202.5215,6827.257,7024.6924
10814.0146484375,10891.048,10950.6,11013.162,11062.486,11112.483,11168.701,11205.9
1712.771484375,1736.1289,1622.1614,1715.227,1664.8882,1778.169,1645.0354,1718.4775
10783.0859375,10854.503,10864.464,10936.102,10973.538,11019.6045,11035.446,11081.992
16614.1875,17148.361,17689.94,18152.246,18501.637,18801.84,19260.232,19601.451
3659.01220703125,3775.1343,3888.079,3977.3113,4066.0557,4117.384,4232.993,4281.996
12248.9111328125,12618.321,12825.6045,12944.045,12767.068,13168.152,13395.021,13358.828
9718.349609375,9732.901,9635.828,9714.444,9796.487,9855.996,9774.018,9866.629
11474.12890625,11440.463,11251.85,11374.95,11432.07,11483.971,11314.533,11453.607
16370.2197265625,16812.23,16977.512,17336.883,17713.043,17962.584,18160.53,18442.596
29617.693359375,30582.143,30765.285,31970.227,32429.393,33032.312,33387.363,34231.848
24743.5859375,25590.262,26310.86,26868.766,27550.695,27937.32,28651.297,29005.855
16383.9375,16822.377,16986.557,17344.863,17720.025,17967.861,18164.932,18446.506
4808.97021484375,4895.463,4958.9614,4958.5923,5060.3574,5141.087,5195.6597,5152.281
10808.173828125,10872.864,10862.331,10972.314,11033.453,11059.847,11054.296,11155.437
11365.2578125,11443.0625,11466.284,11550.117,11620.59,11698.437,11728.242,11798.338
7974.36328125,7905.9336,7959.5522,7946.571,8061.9805,7997.422,8079.1064,8048.545
11301.9423828125,11144.174,11231.353,11336.178,11444.595,11335.841,11427.837,11509.43
12762.6630859375,12725.62,12875.973,12839.698,12856.484,12849.083,13043.322,13021.123
5963.3203125,5889.956,5937.6973,5908.426,6022.131,5962.6074,6004.127,5982.037
7487.091796875,7407.433,7267.882,7362.2637,7599.007,7551.923,7495.479,7583.5
13090.1865234375,13348.66,13345.669,13587.417,13959.781,14173.874,14167.38,14351.638
2476.025634765625,2467.3616,2466.286,2466.6277,2479.962,2468.673,2469.7551,2480.6594
10703.779296875,10740.325,10735.098,10784.474,10824.699,10849.874,10855.057,10892.086
11075.34765625,11101.722,11120.591,11190.821,11271.597,11261.623,11313.961,11350.067
8144.43994140625,8026.134,8031.937,8086.387,8167.693,8060.6733,8025.8706,8080.4424
1600.0428466796875,1571.3148,1555.7261,1576.5507,1585.355,1565.1229,1549.7537,1561.4614
9741.8310546875,9593.755,9581.987,9658.431,9752.049,9620.985,9566.325,9631.904
9566.625,9441.116,9474.657,9535.679,9536.628,9411.504,9455.912,9514.701
7406.376953125,7354.8223,7563.293,7674.022,7716.0273,7671.3647,7873.2393,8007.005
5830.09228515625,5783.416,5858.5405,5749.267,5825.8965,5835.604,5887.3086,5765.8047
2873.93603515625,3013.9143,2982.789,3018.5884,3050.6763,3173.1304,3147.0896,3193.4583
487.4439697265625,446.1446,421.4715,424.05945,426.69543,411.04883,403.8697,429.2088
1835.226318359375,1686.1792,1660.4094,1716.6005,1705.4934,1593.1038,1645.2245,1703.2587
3772.525146484375,3776.5986,3769.3167,3768.8586,3778.541,3795.7964,3795.0583,3786.9993
13601.83984375,13753.496,13650.346,13732.41,13634.024,13934.268,13834.458,13932.207
5697.09423828125,5931.472,6120.8804,5896.491,5661.593,5971.173,6182.3413,6005.0874
850.8792724609375,867.4191,858.90515,868.9786,850.999,871.43445,858.417,862.7424
25322.234375,25432.443,25890.848,25558.38,26128.24,26155.36,26848.197,26404.393
11105.9052734375,11203.654,11246.402,11285.605,11393.906,11446.967,11506.619,11527.222
1415.9349365234375,1419.8285,1425.1195,1409.7844,1417.1599,1425.6583,1433.739,1417.4352
12317.4833984375,12419.208,12337.376,12476.283,12236.626,12829.697,12374.377,12299.474
11200.873046875,11256.255,11174.828,11162.353,11152.065,11264.258,11123.896,11179.84
4008.72021484375,4049.7407,4111.713,4156.1777,4216.906,4225.1123,4292.9873,4303.0713
1268.4703369140625,1286.5945,1302.677,1313.0636,1326.6934,1335.2224,1356.2728,1358.8519
11183.1953125,11302.367,11375.747,11446.262,11544.039,11601.395,11672.454,11722.166
8224.6064453125,8205.695,8221.588,8238.191,8229.985,8218.13,8231.192,8230.18
6869.31689453125,6847.5674,7048.1504,7083.497,7183.1455,7123.387,7307.263,7365.786
5014.1513671875,5017.604,5180.11,5229.339,5266.1494,5238.2534,5409.08,5428.1636
4362.11328125,4321.126,4447.7075,4480.0264,4479.662,4434.865,4558.0435,4563.8696
3453.85107421875,3457.0671,3457.9204,3461.2144,3464.8604,3466.2034,3471.734,3472.8088
2254.78515625,2337.755,2372.8987,2438.6274,2488.2878,2536.549,2567.7095,2621.9507
10104.16015625,9756.982,9737.972,9834.776,10084.574,9736.263,9803.299,9895.559
15689.3212890625,16002.365,16397.379,16521.643,16967.316,17220.785,17605.734,17709.818
6393.5419921875,6522.842,6600.91,6710.066,6706.4795,6802.1694,6891.8677,6919.6846
2288.204345703125,2310.2507,2355.2183,2380.384,2400.6287,2409.906,2457.7625,2467.8643
2048.05029296875,2066.6248,2101.7183,2127.7896,2134.0483,2145.4087,2177.4812,2191.6726
3027.9765625,3093.15,3129.2292,3159.9111,3221.8618,3255.533,3300.2578,3344.0132
1818.19921875,1827.8501,1812.1562,1830.99,1847.8915,1846.1927,1838.6489,1846.8767
4424.49560546875,4421.677,4391.001,4413.775,4400.8813,4414.679,4387.891,4426.3164
12221.169921875,12112.599,12226.637,12297.713,12372.769,12306.718,12396.228,12550.779
8027.2373046875,7959.901,8038.251,7979.2754,7993.194,7948.767,8024.011,7971.2993
3286.24609375,3325.6467,3391.8455,3404.9448,3495.6226,3509.1562,3595.4219,3587.1372
7251.1181640625,7253.5054,7246.2046,7246.058,7248.611,7256.511,7256.638,7258.33
7274.65283203125,7347.554,7397.9546,7452.3267,7509.8525,7545.9136,7607.0547,7625.116
2178.869873046875,2189.5383,2226.0588,2254.4216,2257.4912,2259.7244,2295.9392,2316.2275
10095.900390625,9994.663,9958.084,10025.296,10103.687,10022.661,9942.399,10015.042
3208.25390625,3213.396,3218.2373,3222.181,3275.7405,3294.457,3301.454,3320.4614
12009.9189453125,12140.057,12346.947,12401.543,12622.055,12808.218,12981.806,13054.168
10305.3154296875,10244.584,10348.836,10404.593,10607.663,10566.67,10675.15,10817.479
15546.80859375,15316.047,15383.946,15385.968,15634.629,15429.789,15633.104,15550.46
9747.146484375,9598.963,9587.327,9663.925,9757.733,9626.471,9571.928,9637.537
8935.259765625,8929.434,9089.504,8840.8125,8868.539,9010.85,9156.721,8871.074
26198.0234375,26548.396,26671.637,26720.516,26722.285,26961.377,27108.23,27122.746
7115.2548828125,7104.5767,7163.6885,7390.921,7235.457,7214.2397,7262.6543,7520.5806
8141.0478515625,8514.313,8330.566,8445.429,8296.609,8625.274,8457.883,8571.227
3390.21484375,3324.095,3326.2168,3495.0889,3481.668,3407.4856,3413.3584,3583.587
1421.943115234375,1461.1072,1393.0028,1422.5275,1431.2246,1447.5664,1393.6287,1445.9404
8125.78466796875,8177.471,8068.7666,8436.276,8274.87,8308.777,8183.12,8534.983
8700.259765625,8932.02,8921.276,9186.921,9310.652,9478.419,9501.482,9716.953
7577.8525390625,7730.259,7738.1074,7717.5464,7843.957,7943.6055,8027.1006,8014.4106
2561.2685546875,2658.5154,2570.666,2744.703,2684.6494,2740.4565,2666.0193,2842.893
1006.7955932617188,1033.6724,1004.4185,1034.9819,1045.2211,1064.1106,1038.3389,1067.8916
8550.6298828125,8724.081,8912.937,9007.387,9233.525,9327.047,9546.724,9603.047
15586.5625,15647.153,15953.811,15826.75,16157.32,16217.373,16665.146,16508.508
