V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
12122.9013671875,12108.601,12080.566,12173.176,12119.293,12174.992,12128.944,12113.753,12106.728,12160.628,12095.622,12118.964,12148.773
4350.9140625,4294.089,4313.4575,4331.7017,4338.4604,4326.02,4323.5347,4289.229,4353.246,4334.8228,4291.2036,4276.844,4358.2363
2657.785400390625,2524.5754,2634.3394,2806.9924,2571.3914,2781.1821,2703.0215,2941.5261,2852.9556,2686.4648,2770.6716,2825.7678,2919.3276
4127.48681640625,4077.4844,4068.127,4149.6753,4124.1064,4319.853,4171.4697,4112.891,4059.2852,4249.6416,4332.126,4133.2964,4324.3857
1964.497314453125,1903.2358,1981.2968,2002.136,1976.4683,2029.8597,1985.1929,1861.0499,1822.266,1891.1487,2012.3407,1842.6879,2048.4312
4068.34375,4010.1504,4044.3083,4134.8623,3833.1265,4037.9177,3976.0918,3982.9895,4222.961,4086.6543,4084.0757,3865.1643,3955.265
762.2439575195312,773.28925,763.72784,786.9685,763.6348,785.552,775.3637,801.306,791.949,775.2401,785.4196,778.5692,786.90967
7165.478515625,6749.5425,7042.5264,7565.46,7134.0386,7126.854,7103.961,7581.2266,7471.952,6904.5596,7122.4204,7289.1343,7439.1074
1261.294921875,1215.9436,1229.156,1242.8999,1230.455,1227.9199,1175.3994,1146.4751,1151.0857,1154.465,1154.3717,1129.5289,1151.8794
2792.862548828125,2773.796,2694.511,2750.7974,2694.9138,2815.2537,2772.5862,2663.754,2704.3232,2725.0527,2705.6074,2624.3745,2712.8706
1956.4949951171875,1616.1382,1780.5618,1661.4553,1783.0574,1763.985,1692.3484,1496.4265,1609.0344,1853.3501,1888.7633,1525.1505,1958.4111
4249.3408203125,4375.8945,4871.465,4548.658,4124.745,4255.8687,3939.133,4250.5957,3948.9182,4647.805,4683.724,5012.8096,4458.7393
721.4074096679688,689.97565,704.85516,728.5235,705.0442,660.7315,696.1621,710.50073,722.7963,683.4906,688.23157,664.5769,708.4686
3798.798583984375,3785.0596,3769.6738,3774.243,3649.1882,3878.8857,3742.8599,3615.8093,3956.748,3830.1763,3876.3762,3631.3694,3611.522
1015.9451904296875,908.1576,910.43005,1019.3994,1021.84674,962.07214,868.05444,867.1639,939.74146,892.0064,870.5309,868.4802,954.55396
4345.44775390625,4271.5728,4400.422,4151.989,4190.9717,4307.7344,4154.853,3851.713,3881.3547,4241.615,4241.9546,4026.921,4356.395
1511.341796875,1504.3802,1513.7168,1511.2711,1532.8599,1592.0304,1500.2703,1504.8286,1583.7526,1595.904,1473.6212,1450.6377,1572.972
1324.8426513671875,1257.1433,1256.2083,1268.5293,1282.3494,1269.1775,1210.3582,1212.7902,1216.9749,1252.1561,1206.0621,1187.001,1251.6783
1131.6697998046875,1104.5665,1108.0846,1063.8549,1079.3193,1181.1969,1092.6469,1083.8317,1052.2208,1140.2251,1085.6245,1035.0499,1153.9893
17433.3671875,15621.582,15477.604,17435.773,17801.432,17283.365,15015.327,15058.737,17525.521,16748.746,15886.415,15707.584,16371.454
2901.4609375,2875.3982,2894.6323,2893.4182,2892.3743,2874.0015,2883.2258,2869.2405,2870.5164,2875.697,2866.366,2848.5872,2877.8174
3084.1650390625,3072.0728,3094.1804,3090.5989,3084.4587,3094.1633,3109.0198,3098.0798,3098.0234,3091.8972,3087.2798,3072.986,3107.8372
5859.58935546875,5803.782,5813.853,5845.2607,5828.2905,5805.5586,5776.2656,5747.8867,5768.0024,5759.4287,5751.856,5730.7925,5736.4165
5855.6103515625,5799.8765,5810.3535,5841.4717,5824.498,5802.244,5773.5454,5745.0957,5764.2666,5756.0347,5748.6416,5728.0674,5733.034
6195.0869140625,6182.6807,6206.399,6196.908,6188.4336,6190.3955,6197.523,6201.3184,6215.525,6192.8677,6200.5254,6197.167,6205.404
6205.865234375,6192.683,6216.823,6205.7427,6197.9297,6199.712,6205.6855,6208.7197,6224.2866,6201.3906,6208.203,6204.1543,6214.349
6200.4814453125,6187.613,6211.541,6201.2783,6193.133,6195.0625,6201.5415,6204.931,6219.831,6197.1167,6204.284,6200.5645,6209.801
5851.53466796875,5795.9,5806.837,5837.575,5820.6284,5798.81,5770.6504,5742.294,5760.41,5752.552,5745.3257,5725.3247,5729.5293
2933.344970703125,2916.3489,2933.947,2931.3616,2932.365,2927.5322,2926.0083,2923.88,2925.6975,2918.4512,2908.444,2897.8584,2932.303
3278.24658203125,3264.5474,3267.3206,3291.7188,3295.5435,3290.9253,3270.471,3239.2483,3249.9353,3280.1794,3269.2727,3243.3826,3255.6997
2932.0615234375,2915.001,2932.611,2930.142,2931.0613,2926.273,2924.6082,2922.6272,2924.209,2917.1367,2907.256,2896.5652,2931.1045
2992.315673828125,2976.5684,2991.1868,3027.2903,2974.4817,2963.1755,2943.8452,2907.4512,2946.3027,2952.6853,2918.4182,2894.0522,2937.592
3238.76611328125,3221.1733,3243.3442,3238.8723,3241.7527,3242.0623,3239.4993,3234.098,3244.7478,3234.5603,3228.707,3219.4177,3250.8857
3240.178955078125,3222.6326,3244.837,3240.2258,3243.2065,3243.5247,3241.0942,3235.6494,3246.4631,3236.06,3230.0625,3220.921,3252.2822
6560.19287109375,6590.0337,6566.9707,6597.129,6550.231,6585.69,6539.5786,6531.9214,6552.759,6590.989,6569.856,6554.165,6542.8843
7093.0576171875,7131.3105,7085.7583,7137.454,7088.025,7161.0415,7126.3315,7121.569,7132.406,7142.1797,7147.0835,7119.8447,7097.1514
1983.264404296875,1897.6946,1876.3225,1944.1172,1931.4247,1908.3885,1839.6282,1793.8551,1835.2007,1826.4304,1827.9291,1811.1116,1806.3137
2494.381591796875,2491.8257,2502.2588,2505.1157,2495.635,2498.29,2512.2197,2508.154,2506.444,2501.5945,2502.9082,2502.526,2512.4998
4975.6845703125,4855.456,4888.431,5020.7646,4986.6504,4964.8027,4838.8735,4882.359,4943.0425,4912.164,4865.7764,4887.545,4979.7803
3016.685302734375,2844.177,2843.9272,2943.0444,2887.4404,2779.8496,2708.1663,2569.7644,2700.0752,2571.151,2587.6252,2473.1602,2521.071
2165.31982421875,2159.6829,2094.8582,2167.439,2098.1304,2084.444,2053.9978,2007.818,2104.939,2046.4508,2029.9321,2026.3052,2057.2886
3389.794677734375,3406.6301,3401.4045,3430.8264,3374.5398,3412.2336,3430.924,3454.92,3490.087,3438.5947,3410.717,3388.0222,3468.3499
2378.77783203125,2224.8408,2031.6162,2324.611,2412.33,2341.5195,1841.2695,1727.4025,2334.1357,1916.2006,1843.5941,1874.0927,2006.9075
9031.49609375,9046.2705,9041.953,9052.921,9037.227,9040.205,9038.672,9051.442,9061.696,9022.786,9020.127,9018.728,9020.934
10310.9990234375,10386.444,10778.895,10544.685,10278.319,10372.947,10450.879,10251.619,10382.826,10373.964,10357.471,10351.253,10274.388
7109.21337890625,7082.3955,7044.595,7144.5728,7121.343,7093.246,7039.3237,7069.747,7149.4536,7050.709,7048.9707,7071.018,7103.7656
6017.90478515625,6035.2026,6094.6104,6110.3955,6018.3086,6031.8438,6085.716,6082.0464,6107.0537,6052.7324,6079.3364,6077.226,6070.998
14065.5966796875,13288.497,13328.706,13928.969,14042.807,13526.505,13256.337,13459.558,14031.932,13505.1875,13395.04,13489.459,13897.561
19560.958984375,18643.096,18703.316,19403.13,19528.926,18925.6,18626.469,18869.428,19512.105,18917.955,18778.934,18894.504,19384.521
7360.537109375,7433.165,7458.673,7380.042,7357.0566,7426.853,7417.334,7302.4126,7339.6396,7382.9263,7376.628,7343.2314,7319.574
13380.8671875,13333.563,13250.998,13378.743,13299.524,13367.12,13250.824,13245.943,13335.024,13236.241,13253.842,13244.43,13289.613
6916.25341796875,6916.29,6929.646,6939.9785,6927.4683,6947.368,6943.1655,6936.093,6992.5957,6946.195,6929.2344,6916.1167,6970.5083
6913.525390625,6911.6323,6929.63,6939.9746,6924.8906,6940.543,6948.5435,6932.8,6990.9956,6945.5186,6924.205,6913.5537,6967.5293
2609.0068359375,2610.3416,2608.702,2612.1213,2612.3774,2615.8745,2607.3848,2601.8772,2617.8213,2610.0615,2605.2812,2605.401,2614.4304
1882.394775390625,1861.5164,1923.9982,1943.3998,1920.5544,1936.3488,1984.5901,1981.8014,1989.0282,1963.146,1941.0493,1917.8748,2030.656
1882.397216796875,1861.5457,1924.0374,1943.3654,1920.5638,1936.3821,1984.5336,1981.7263,1988.9614,1963.1177,1941.0514,1917.8735,2030.6339
1882.394775390625,1861.5164,1923.9982,1943.3998,1920.5544,1936.3488,1984.5901,1981.8014,1989.0282,1963.146,1941.0493,1917.8748,2030.656
4703.37451171875,4336.6797,4401.461,4686.666,4511.8247,4331.16,4163.9644,4287.0605,4315.4087,4097.6963,4067.3647,4097.1113,4240.6616
24236.515625,24124.854,23952.543,24182.227,24064.879,24348.523,24269.656,24137.697,24271.115,24306.467,24274.396,23958.0,24278.205
556.6182861328125,568.0314,578.30524,579.11,557.90137,583.1331,591.8202,581.1247,628.36743,594.6957,587.3484,589.707,618.2967
4002.74560546875,3942.314,4128.3887,4048.0032,3906.4194,3997.1401,3949.2063,3911.0034,3802.2495,3871.622,3900.028,3844.351,3847.9084
3904.436767578125,3853.384,4000.418,3826.629,3795.0557,3900.4329,3855.236,3685.4373,3677.0352,3802.952,3775.2358,3654.0723,3646.5273
1333.4300537109375,1188.6941,1292.8921,1286.7695,1277.5719,1125.3344,1116.5911,1089.4265,1169.0194,1099.6873,1096.4865,1023.36847,1110.6776
1429.47607421875,1301.2943,1378.6711,1380.2898,1362.4587,1227.4474,1210.6406,1161.108,1252.1288,1162.9778,1158.9863,1086.7645,1187.1792
24597.732421875,24595.492,24418.078,24596.855,24506.1,24679.268,24628.719,24637.773,24619.262,24553.396,24615.574,24356.56,24470.223
4420.1015625,4422.588,4424.492,4419.81,4420.9204,4424.7236,4424.9565,4421.082,4423.2275,4423.428,4424.199,4423.366,4423.73
6088.9189453125,5934.28,5914.6343,6057.331,5998.0405,5996.0386,5820.506,5726.1426,5904.036,5798.6074,5730.357,5737.8413,5771.507
6064.2626953125,5923.272,5915.5767,6039.962,5979.8228,5970.2793,5809.4165,5726.609,5908.205,5771.0195,5720.01,5723.934,5755.918
17438.078125,17330.586,17312.418,17441.182,17326.342,17444.395,17299.975,17391.496,17419.113,17379.135,17345.07,17390.05,17415.19
17438.01171875,17319.465,17308.56,17440.668,17327.078,17442.275,17288.951,17392.516,17419.592,17380.965,17349.281,17398.504,17432.404
1085.3175048828125,1086.7054,1086.1582,1085.8125,1084.9944,1086.4939,1085.3279,1083.5873,1085.7013,1086.712,1085.813,1085.1425,1085.5367
12047.0283203125,11997.968,11977.128,12020.81,12026.956,12026.936,11986.151,12000.921,12030.925,12021.283,12001.538,11989.435,12029.434
1204.6055908203125,1217.8981,1229.6573,1223.5613,1212.3805,1221.6362,1218.7698,1208.8851,1217.0902,1220.556,1215.8613,1216.4213,1214.6044
1841.5364990234375,1853.2087,1850.3718,1858.909,1848.626,1852.2311,1839.8204,1838.2369,1836.923,1849.741,1853.4695,1853.2952,1845.7703
19613.794921875,19746.922,19721.793,19797.188,19687.342,19734.273,19611.293,19586.258,19577.994,19708.695,19744.883,19743.145,19663.902
23180.412109375,23329.771,23347.6,23298.354,23180.545,23347.273,23230.992,22887.148,23371.27,23350.186,23255.229,23131.588,23332.531
1744.7823486328125,1736.7251,1731.9319,1744.0941,1742.2944,1745.0437,1734.7896,1733.7935,1738.8558,1738.7861,1732.8383,1735.4974,1739.2186
1839.661376953125,1820.9476,1836.4329,1838.9846,1836.5406,1830.8618,1826.6113,1806.686,1797.4769,1813.3434,1808.0411,1803.3796,1807.8074
1651.6134033203125,1610.369,1617.135,1637.8894,1628.0999,1614.8212,1593.0831,1577.0637,1571.7177,1575.3828,1565.1741,1562.3828,1565.7744
11315.6875,11291.219,11262.141,11281.8955,11300.424,11290.066,11260.651,11222.956,11263.478,11270.909,11264.666,11223.153,11249.674
474.54205322265625,477.3717,486.04184,487.5784,477.2952,477.77206,472.80658,468.27548,477.30493,475.35986,472.25482,466.14868,478.0155
609.329833984375,611.3795,619.76337,622.4285,611.64557,610.52563,604.88776,600.6296,609.9835,607.498,604.19995,597.7477,609.96313
15202.1728515625,15234.8955,15264.508,15280.574,15248.97,15280.648,15320.773,15287.295,15399.705,15308.398,15308.884,15301.25,15397.595
11387.1796875,11397.141,11418.365,11377.239,11377.769,11434.18,11401.054,11324.403,11351.3955,11378.423,11391.014,11308.217,11343.753
9814.8408203125,9767.24,9735.149,9768.982,9784.042,9765.203,9719.607,9676.72,9725.077,9722.14,9710.511,9661.029,9690.999
15968.435546875,15828.641,15795.633,15944.582,15916.025,15864.845,15773.741,15801.315,15882.016,15794.124,15780.088,15788.304,15827.936
4120.63818359375,4055.5767,4011.9104,4054.0564,4081.2185,4107.4434,4013.581,3990.3066,4061.0166,4062.321,4055.7502,3974.794,4036.973
1034.5289306640625,1034.409,1037.6941,1036.2463,1034.0178,1042.7401,1047.2966,1041.5446,1047.2286,1044.742,1041.399,1037.228,1046.0018
9186.0361328125,9177.053,9157.861,9177.119,9169.548,9197.552,9154.304,9155.533,9163.494,9167.306,9168.253,9155.094,9155.702
2158.55126953125,2151.493,2146.666,2157.6692,2156.7964,2159.1057,2149.7358,2149.0127,2153.8123,2153.9954,2148.4993,2150.4976,2154.3015
23995.037109375,23837.664,23857.004,23980.371,23914.48,23891.541,23779.434,23734.852,23817.695,23771.51,23731.271,23768.43,23767.062
15942.5341796875,15939.149,15904.531,15934.839,15919.82,15925.835,15895.4375,15848.202,15903.879,15908.894,15885.467,15862.406,15881.264
14189.3603515625,14184.094,14153.814,14179.228,14170.08,14172.352,14144.324,14097.958,14153.485,14159.462,14138.439,14112.673,14133.351
7327.11669921875,7279.442,7289.6753,7323.4546,7297.872,7285.956,7242.9336,7227.2446,7267.693,7237.313,7229.4,7236.219,7236.734
1071.1485595703125,1072.557,1072.0544,1071.6262,1070.8032,1072.2524,1071.2699,1069.5974,1071.6201,1072.5369,1071.8633,1071.134,1071.5148
9544.3427734375,9496.872,9481.896,9520.846,9521.689,9528.822,9485.061,9497.157,9528.555,9510.239,9497.758,9496.378,9519.151
737.941650390625,740.63135,751.6875,748.01074,737.20264,741.7961,748.89166,748.43445,748.53284,743.23773,742.12744,742.4513,747.9406
10589.501953125,10568.526,10581.338,10658.482,10574.899,10614.761,10531.275,10631.918,10589.0625,10572.34,10608.562,10621.916,10611.809
11310.931640625,11304.05,11319.952,11382.473,11295.7,11335.925,11265.565,11368.569,11316.189,11296.624,11343.755,11352.057,11333.191
14549.283203125,14567.595,14495.029,14483.227,14523.37,14583.4375,14457.952,14122.607,14379.094,14596.06,14521.32,14270.826,14448.551
7109.99951171875,7054.927,7054.0083,7116.151,7070.354,7084.296,7048.745,7069.9814,7097.342,7044.439,7040.4487,7057.343,7069.4746
1744.09228515625,1735.9358,1731.1525,1743.3984,1741.6124,1744.2743,1733.9939,1732.951,1738.0924,1737.9421,1731.9907,1734.6543,1738.3969
1037.9716796875,1032.1473,1043.4579,1043.555,1038.8751,1041.0829,1035.8085,1018.88074,1010.2022,1031.481,1026.8146,1022.4779,1023.2425
901.019775390625,871.0101,876.22046,894.1818,883.29895,876.6624,858.86444,841.1439,834.8112,843.7654,835.3988,833.80865,831.10693
10392.1357421875,10352.181,10319.835,10349.968,10366.379,10358.298,10313.354,10278.85,10316.919,10328.809,10315.66,10271.084,10296.536
362.7257995605469,364.60645,377.10422,373.5794,362.94934,364.04483,368.4376,369.44098,367.22675,362.16254,366.18973,363.76617,367.3958
470.1173095703125,471.89172,484.71466,481.73083,470.84894,471.21054,474.71423,475.7923,473.86893,468.68314,472.82025,470.28268,473.50192
8521.1630859375,8534.751,8513.234,8535.488,8520.533,8533.4375,8534.024,8509.962,8558.86,8523.698,8532.78,8538.8955,8548.907
10869.5048828125,10890.849,10878.606,10848.68,10860.865,10918.001,10887.432,10805.893,10838.25,10886.955,10899.744,10830.258,10822.388
9545.6044921875,9500.082,9469.942,9499.903,9514.404,9503.606,9455.675,9419.262,9457.084,9468.095,9453.596,9410.52,9433.533
11052.44140625,10908.831,10867.949,11008.307,10991.517,10925.775,10852.878,10909.848,10982.066,10873.398,10862.613,10859.365,10945.861
3616.931640625,3566.5188,3521.2512,3562.5698,3591.3289,3606.293,3514.4062,3484.4636,3561.9229,3586.2188,3564.2327,3503.2642,3551.1755
1015.1351928710938,1015.4515,1018.6351,1017.5991,1014.7295,1023.6356,1027.7518,1022.243,1027.9491,1026.0848,1022.75055,1018.28143,1026.9122
8179.47705078125,8170.4946,8156.5396,8168.389,8164.6323,8184.8525,8151.5107,8146.6787,8152.721,8158.633,8159.999,8145.813,8145.0986
2157.469482421875,2150.3145,2145.5032,2156.585,2155.7288,2157.952,2148.5579,2147.7861,2152.671,2152.7708,2147.2705,2149.2817,2153.1045
22675.76953125,22542.357,22556.475,22665.36,22611.71,22579.896,22486.848,22443.53,22516.072,22478.02,22441.213,22464.717,22472.785
13869.7197265625,13831.985,13798.1,13825.824,13836.511,13857.036,13790.367,13768.087,13801.641,13826.334,13804.9795,13764.349,13786.023
12110.1884765625,12072.069,12038.127,12064.45,12080.461,12093.735,12032.457,12008.121,12041.223,12068.168,12047.58,12004.215,12027.819
6150.18994140625,6122.651,6127.786,6148.6196,6135.4854,6119.6377,6092.7593,6079.876,6106.1504,6087.923,6081.112,6083.364,6087.011
6437.96875,6329.0693,6328.775,6412.84,6354.974,6363.28,6291.168,6255.332,6340.219,6234.3564,6226.07,6218.225,6253.8755
7051.72412109375,7021.839,7014.5737,7034.5117,7033.9185,7034.003,7007.997,7012.1445,7031.25,7025.4717,7015.77,7011.307,7025.094
360.3809814453125,363.34702,374.2692,372.862,362.4168,363.83215,371.10013,371.532,372.58774,364.79028,365.91876,364.9411,370.12497
7945.48193359375,7913.545,7927.4077,7988.8667,7929.1157,7960.557,7895.813,7937.166,7910.842,7910.062,7921.2803,7930.528,7927.354
8293.6904296875,8273.824,8295.245,8342.735,8278.962,8308.807,8257.815,8303.476,8269.368,8260.732,8285.711,8291.312,8281.643
10967.552734375,10989.783,10957.556,10923.716,10960.617,11061.995,10953.124,10666.542,10885.584,11105.0625,11034.182,10806.05,10975.222
5444.30517578125,5402.335,5399.7837,5451.2197,5413.0503,5423.6343,5395.415,5411.257,5435.667,5389.461,5387.306,5398.878,5406.755
11346.9462890625,11302.482,11266.755,11350.717,11338.546,11355.678,11287.126,11276.093,11310.258,11308.404,11267.653,11287.931,11311.06
1013.5504760742188,1007.6407,1018.90784,1019.2128,1014.47845,1016.4549,1011.28357,994.3725,985.9319,1006.83685,1002.22754,998.1342,998.76044
8809.845703125,8507.775,8558.82,8742.023,8632.827,8564.391,8387.414,8207.806,8150.0596,8235.231,8152.0713,8137.1274,8110.299
6728.05908203125,6704.114,6680.5234,6698.291,6712.2856,6710.2466,6680.124,6655.2466,6680.366,6694.5215,6686.3223,6651.8115,6669.9697
131.24630737304688,127.16531,129.74826,133.87875,129.80069,130.25815,130.74873,130.38219,129.73997,128.73656,127.58322,126.49566,131.88454
231.34445190429688,227.37448,230.26147,235.35576,230.96587,230.78055,230.50275,230.01149,230.22662,229.00055,228.1376,226.77122,231.76805
4469.234375,4481.8926,4469.9,4485.9424,4472.2114,4488.3228,4491.904,4467.4175,4516.113,4481.092,4487.4746,4494.0396,4506.4473
8057.2099609375,8074.3906,8060.39,8035.306,8050.753,8101.611,8067.5635,8000.4097,8027.702,8071.998,8087.6655,8022.7295,8019.5425
6287.77294921875,6257.883,6235.212,6253.755,6266.237,6260.9966,6227.307,6200.9536,6225.603,6238.9688,6228.791,6195.2666,6211.1475
8497.8837890625,8392.284,8353.154,8455.925,8446.814,8391.29,8330.958,8373.407,8410.8955,8353.157,8340.631,8329.165,8384.309
2964.28662109375,2911.9048,2870.0146,2908.8916,2943.1846,2958.1792,2867.7063,2838.326,2917.191,2939.0593,2916.7166,2854.791,2906.0083
8667.36328125,8672.585,8708.197,8684.697,8660.259,8750.449,8790.231,8733.297,8792.172,8780.725,8744.345,8703.566,8784.197
4610.265625,4582.248,4579.2954,4601.9277,4590.0693,4593.9463,4564.4688,4545.533,4551.986,4556.0894,4556.114,4546.9146,4545.138
5456.8388671875,5448.898,5439.315,5448.2773,5448.7754,5458.8066,5435.0015,5424.478,5429.643,5437.894,5440.064,5428.0728,5427.539
1428.2357177734375,1425.1566,1421.6412,1428.2521,1428.2213,1429.4838,1423.524,1422.7734,1425.9973,1425.9901,1422.5154,1423.4316,1426.0397
16615.201171875,16457.861,16482.31,16600.66,16537.393,16499.455,16403.078,16357.131,16432.85,16388.197,16345.918,16373.67,16382.172
9252.7958984375,9227.808,9203.324,9216.923,9229.839,9245.218,9197.781,9180.618,9201.215,9229.281,9214.144,9179.153,9193.974
8036.35546875,8009.9683,7985.0894,7998.741,8014.9346,8026.692,7981.4253,7962.2974,7984.033,8013.676,7997.8047,7960.888,7977.6646
12167.857421875,12050.005,12067.128,12157.311,12112.486,12088.372,12019.133,11990.211,12033.065,12014.215,11983.883,12008.417,12011.523
4434.81201171875,4395.3438,4402.493,4434.7534,4414.709,4396.562,4360.2495,4345.167,4381.0293,4355.945,4345.2065,4350.0767,4356.4067
3782.2080078125,3788.947,3783.4578,3783.5454,3780.5696,3790.862,3778.0356,3773.5503,3779.3745,3793.6853,3786.6616,3783.5515,3782.7046
24759.17578125,24550.887,24435.805,24676.623,24683.088,24706.764,24494.086,24537.895,24725.883,24546.814,24520.45,24510.773,24636.188
3770.1083984375,3759.5886,3759.6611,3756.8567,3741.7463,3765.9424,3753.6375,3749.456,3744.2969,3761.0322,3732.6372,3737.6777,3763.5715
2632.74462890625,2627.3037,2608.8025,2643.9734,2616.835,2621.6885,2606.6438,2623.8816,2633.898,2610.3594,2610.7607,2620.291,2626.624
3011.02392578125,3005.723,2987.4478,3020.9966,2993.8718,3001.0396,2983.5347,3002.1707,3009.1443,2989.0134,2986.8176,2997.1833,3003.4893
3563.79248046875,3547.5933,3499.184,3509.4868,3523.6309,3497.1194,3466.008,3365.5515,3458.3364,3450.4775,3441.0225,3385.754,3418.8298
1663.3074951171875,1651.6589,1652.277,1663.7483,1657.05,1659.8596,1652.293,1657.064,1660.6567,1654.9138,1652.5411,1656.9613,1662.0687
3612.956787109375,3591.2102,3593.2988,3614.1301,3598.0667,3603.6145,3587.6707,3593.5623,3597.9976,3590.5164,3584.2007,3592.0435,3596.6018
6085.98828125,6050.384,6035.475,6077.122,6071.1494,6076.412,6043.1797,6041.9985,6061.602,6060.3203,6041.1274,6046.024,6060.687
3667.288330078125,3649.624,3641.6687,3655.3074,3655.9392,3651.2288,3636.1836,3624.4985,3638.6218,3635.5444,3630.503,3621.2278,3628.9824
3441.17822265625,3477.912,3438.6465,3525.718,3441.713,3462.6365,3400.4219,3377.0605,3561.6372,3430.703,3354.096,3361.7598,3441.2378
2813.26318359375,2814.926,2821.071,2817.078,2807.6113,2816.6838,2819.818,2806.305,2813.2163,2817.1853,2815.3381,2805.4993,2807.7227
3258.62353515625,3241.9878,3234.5256,3247.0173,3248.2627,3243.126,3228.9993,3218.0847,3231.564,3228.976,3224.2124,3214.9507,3222.7256
2530.06005859375,2486.3584,2492.2515,2528.5427,2519.192,2506.2515,2477.7566,2482.774,2530.2822,2483.087,2479.4292,2467.6162,2507.5215
6563.90380859375,6593.302,6551.265,6566.3677,6514.266,6566.5864,6499.0815,6464.531,6479.6313,6511.3467,6469.8843,6484.337,6452.0835
1482.3941650390625,1475.5973,1469.0552,1483.3124,1480.098,1481.7507,1475.7375,1478.8234,1484.0355,1476.9025,1475.0961,1470.8818,1483.0037
2720.5673828125,2720.2454,2715.6155,2721.9,2715.1082,2723.8013,2718.5972,2718.2063,2720.355,2719.9912,2720.1157,2717.1746,2715.802
7283.6669921875,7245.495,7230.614,7275.2915,7266.9395,7273.777,7238.292,7237.999,7258.8306,7255.798,7235.879,7242.77,7257.8247
8800.9443359375,8804.518,8796.09,8798.144,8798.256,8812.959,8806.5625,8798.292,8809.04,8811.154,8808.146,8794.078,8798.866
1331.41552734375,1320.0461,1319.9695,1324.3611,1317.1825,1323.6241,1305.4781,1308.7009,1307.4829,1310.0336,1306.5941,1301.0408,1307.0562
6081.40966796875,6083.7314,6083.0537,6080.5635,6081.8516,6093.764,6091.883,6082.888,6099.281,6095.6997,6089.1533,6077.3306,6090.773
4618.0576171875,4602.7925,4594.755,4610.311,4605.5747,4610.279,4592.7197,4585.154,4599.051,4593.3306,4586.879,4582.512,4590.9717
4075.541015625,4061.7107,4053.555,4067.0059,4064.5596,4066.5447,4051.543,4043.7422,4057.1316,4052.3704,4046.4983,4041.3474,4049.569
1732.4866943359375,1729.8495,1738.8376,1734.9429,1733.5925,1736.8304,1742.6674,1740.9797,1744.9164,1740.4387,1736.1664,1730.4233,1745.8081
938.9686889648438,938.5797,941.5691,942.9465,939.9775,951.2703,949.61194,940.64386,958.7908,951.33636,945.30164,939.5971,954.3663
2236.880615234375,2219.4082,2232.0007,2227.3625,2236.6526,2276.0923,2264.5603,2234.7275,2291.138,2270.391,2246.8372,2217.1777,2293.1145
1993.140380859375,1988.1115,1985.8743,2004.61,2001.1296,2021.3723,1984.7921,1970.2612,2049.1655,2036.7809,1999.8986,1977.9432,2009.3525
