V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
3667.88916015625,3667.5166,3657.154,3671.6577,3667.2214,3666.1023,3655.1902,3667.1218,3662.7466,3669.9238,3662.7446,3670.7415,3669.1094,3675.9202
7263.15966796875,7258.435,7226.283,7272.1875,7255.832,7257.1353,7219.7734,7259.2817,7243.9736,7266.2314,7242.8047,7267.967,7262.141,7276.374
5722.9736328125,5713.208,5703.3823,5720.3296,5726.831,5715.7705,5719.6196,5715.2686,5719.277,5707.8623,5700.9824,5723.4795,5709.0605,5741.27
8051.2021484375,8057.5757,7889.5635,8094.626,8062.101,8014.9995,7888.9683,8015.8706,7984.366,8069.2227,7958.3438,8093.0283,8061.168,8183.3525
3065.018798828125,3064.2505,3069.9658,3063.8638,3065.5562,3064.6125,3070.6458,3064.1516,3069.2786,3061.9436,3062.463,3064.448,3060.6045,3064.8188
4046.6025390625,4047.1997,4034.227,4050.6611,4046.0696,4044.0266,4032.214,4046.7495,4040.0312,4049.2148,4040.4668,4048.6724,4048.3772,4054.2512
9518.998046875,9513.282,9518.901,9514.278,9523.194,9518.395,9524.26,9522.098,9519.556,9503.649,9512.385,9513.955,9515.372,9524.217
2706.177001953125,2703.9639,2689.084,2708.924,2708.6465,2701.0293,2698.7327,2705.7224,2702.711,2702.7715,2694.0828,2708.6343,2701.5046,2719.3022
10877.5634765625,10858.345,10884.574,10865.726,10878.083,10866.716,10887.522,10884.143,10888.981,10849.233,10858.11,10870.7295,10851.42,10895.67
2694.5224609375,2692.394,2677.408,2697.2498,2697.1616,2689.342,2687.2473,2694.097,2691.1104,2691.1646,2682.328,2697.0027,2689.811,2707.7017
2869.161865234375,2863.8052,2861.6687,2869.5708,2871.1465,2864.75,2874.4446,2866.2878,2874.449,2856.5645,2857.3267,2867.8538,2858.6995,2882.9287
1922.6697998046875,1922.1621,1924.6313,1922.2251,1923.8307,1920.792,1929.231,1923.3806,1928.1661,1916.2405,1918.7821,1922.6727,1919.668,1930.0045
2558.892333984375,2554.0312,2553.2212,2558.9314,2560.6948,2554.8228,2564.7412,2556.3372,2564.2065,2547.206,2548.474,2557.6152,2549.1316,2570.8904
1595.0350341796875,1594.2942,1595.6008,1594.4386,1595.613,1593.3813,1599.316,1595.5027,1599.0376,1589.9996,1591.7162,1594.854,1591.8138,1600.4396
2382.208740234375,2377.7542,2375.5083,2382.2998,2383.9492,2378.243,2385.8577,2379.5574,2386.416,2372.0505,2371.493,2381.318,2372.658,2393.646
1714.188720703125,1713.7689,1716.8662,1713.6567,1715.395,1712.5648,1721.0024,1715.0046,1719.728,1708.1879,1710.8517,1714.3563,1711.4763,1720.6122
427.783447265625,421.62488,431.68903,423.95596,427.7055,423.16827,431.6572,428.2544,431.33316,419.17578,421.8495,424.79053,419.32654,430.60013
6420.16943359375,6410.841,6405.8057,6420.7046,6423.648,6412.7065,6414.894,6413.8022,6417.631,6410.737,6404.239,6417.3994,6411.6387,6433.774
614.786865234375,605.9359,620.39905,609.28595,614.6745,608.15344,620.35345,615.4633,619.8877,602.41614,606.2583,610.485,602.63257,618.8342
2124.32421875,2118.1338,2113.3613,2120.785,2120.7927,2115.077,2111.3071,2121.929,2117.5735,2116.925,2111.4275,2117.6443,2114.3635,2126.6277
1926.726806640625,1921.1115,1916.7811,1923.5168,1923.5227,1918.3396,1914.9166,1924.5542,1920.6022,1920.018,1915.0287,1920.6677,1917.6934,1928.817
6827.6376953125,6809.44,6791.7314,6821.1196,6817.1304,6809.3306,6778.983,6828.007,6800.8726,6808.822,6792.807,6812.7217,6806.1665,6836.9707
2293.880615234375,2290.7253,2285.5488,2291.3174,2293.709,2288.5288,2292.9827,2289.478,2295.8867,2285.9539,2281.5022,2293.1914,2282.9832,2305.2659
1658.4951171875,1652.1787,1661.9696,1654.4888,1657.6632,1652.2722,1659.7534,1657.4114,1661.888,1651.1893,1650.871,1655.1085,1649.5806,1662.3433
3797.63427734375,3790.8352,3791.9944,3792.5403,3794.38,3789.2422,3790.216,3795.1606,3794.0806,3788.4907,3786.613,3792.7292,3787.0288,3800.1282
2462.92626953125,2464.1602,2471.2698,2462.6765,2470.7656,2461.2107,2477.9934,2463.2468,2473.1042,2457.8496,2457.9058,2463.0745,2455.4783,2473.313
2263.855224609375,2262.2283,2282.2427,2259.575,2268.0498,2262.6306,2280.233,2263.7075,2280.6377,2251.9724,2259.321,2267.024,2254.9019,2276.6267
2542.686767578125,2532.9697,2517.149,2550.2742,2546.495,2531.6558,2508.3816,2537.142,2520.5483,2539.673,2516.8286,2543.3677,2535.1672,2559.8286
3912.24072265625,3912.7534,3897.723,3917.3374,3913.2383,3905.791,3899.871,3909.5728,3905.7996,3913.2341,3900.7354,3914.49,3910.557,3924.076
6550.86328125,6518.0767,6499.805,6547.7217,6559.375,6513.81,6500.731,6537.37,6521.1323,6536.854,6490.641,6541.2134,6514.884,6579.2617
7046.47216796875,7027.5195,7049.165,7042.946,7055.3237,7036.527,7069.486,7030.789,7066.656,7017.461,7024.326,7046.322,7011.971,7058.9434
1130.0438232421875,1129.4222,1131.4254,1128.821,1130.8586,1128.8429,1133.3761,1129.0126,1131.7186,1127.3794,1127.846,1129.8988,1127.6578,1130.912
8606.54296875,8589.109,8624.346,8595.034,8605.239,8597.547,8621.951,8608.91,8622.572,8581.207,8592.888,8605.002,8589.431,8622.698
1122.575439453125,1122.435,1121.6057,1122.573,1122.8008,1122.2692,1122.0057,1122.4199,1122.2831,1122.0787,1121.6769,1122.3119,1122.3176,1123.1849
10209.5517578125,10205.239,10221.398,10201.027,10214.92,10204.33,10236.361,10209.36,10230.113,10184.008,10197.695,10207.057,10192.278,10222.187
1009.4609375,1009.5392,1013.12866,1009.37946,1010.7212,1010.34314,1013.60547,1010.052,1012.64734,1008.3478,1009.7022,1010.8188,1009.6459,1011.42255
10492.275390625,10487.378,10520.262,10478.993,10501.976,10483.866,10534.676,10484.417,10517.859,10463.588,10476.28,10491.333,10470.43,10500.256
11100.0859375,11094.28,11121.146,11086.586,11108.666,11089.393,11138.393,11090.5,11122.162,11071.916,11081.098,11098.407,11075.804,11108.225
9971.357421875,9968.728,10003.235,9965.83,9982.101,9971.258,10011.67,9973.821,10002.529,9948.994,9966.807,9975.89,9958.87,9987.657
1027.740966796875,1027.2666,1030.0625,1027.071,1028.5212,1027.3783,1030.991,1027.7751,1030.2433,1025.3469,1026.9852,1027.8628,1026.2279,1029.0712
2895.55126953125,2894.1616,2938.6458,2894.275,2906.7805,2901.7295,2938.4138,2905.3037,2930.0723,2881.7021,2901.1484,2909.758,2893.7942,2918.2068
1109.25634765625,1109.2037,1108.246,1109.3871,1109.4531,1109.0471,1108.5685,1109.1086,1108.9961,1109.0166,1108.4646,1109.0786,1109.1691,1109.7334
2826.51953125,2826.0286,2821.5842,2828.349,2827.2598,2824.75,2822.255,2825.4626,2824.6113,2826.9731,2823.5552,2827.4912,2826.7593,2829.815
1079.6722412109375,1078.4402,1080.6403,1078.5094,1080.1006,1079.3354,1080.971,1080.3551,1080.883,1077.9767,1078.8239,1079.5156,1078.2778,1081.518
10565.779296875,10565.436,10556.642,10568.187,10567.088,10562.038,10556.9375,10562.3955,10560.738,10563.987,10556.509,10565.417,10565.784,10571.712
1715.3304443359375,1715.4204,1722.2513,1714.2219,1717.5226,1715.9874,1723.488,1716.0562,1720.5356,1712.0897,1714.9102,1717.0322,1714.4167,1717.7015
1676.98876953125,1676.6382,1684.481,1676.1991,1679.0275,1677.9894,1685.123,1678.006,1683.3846,1673.5643,1677.2528,1678.3057,1675.7739,1679.3829
4923.34716796875,4918.6772,4910.9087,4924.478,4924.437,4920.0166,4917.197,4921.277,4919.5073,4918.7773,4915.0093,4923.9033,4919.5015,4933.247
4096.31884765625,4091.2,4084.6147,4093.8933,4093.5864,4091.8816,4085.3591,4097.527,4091.3853,4090.3625,4085.9087,4092.3062,4090.8806,4102.4326
3689.631591796875,3691.5505,3682.2334,3684.7014,3692.2612,3686.178,3688.66,3691.0708,3693.0679,3684.819,3677.8733,3687.7898,3684.0679,3703.5286
5677.6875,5673.4756,5726.548,5672.335,5691.654,5687.1006,5733.142,5687.2266,5716.5713,5655.5522,5678.704,5691.3066,5671.2134,5696.1997
4726.6953125,4727.4233,4717.1377,4731.3135,4728.3257,4726.7944,4719.4,4727.592,4722.607,4729.788,4721.177,4730.2515,4727.4736,4736.646
1064.45947265625,1058.5289,1060.0143,1064.2421,1066.4043,1059.7124,1066.2366,1060.2242,1066.192,1055.845,1055.1759,1062.0023,1057.6492,1071.9796
3577.980712890625,3559.63,3562.6506,3563.4414,3572.6067,3560.9866,3566.4841,3575.088,3572.5793,3557.923,3555.1519,3564.3232,3557.2856,3583.0676
1410.992431640625,1409.521,1421.4933,1407.5167,1415.3704,1410.6263,1425.9268,1413.3085,1421.1769,1404.4413,1407.8905,1413.7057,1406.6392,1416.7465
5211.88330078125,5205.906,5269.677,5199.805,5229.974,5214.7114,5284.056,5218.9775,5262.7534,5180.6675,5202.6597,5224.8926,5196.9395,5231.0664
5533.74609375,5528.485,5534.6655,5532.814,5533.2764,5523.8,5534.6113,5530.9097,5534.4556,5527.4556,5524.854,5532.063,5525.52,5536.916
3957.566650390625,3957.1162,3967.5933,3955.9758,3961.6926,3958.974,3971.472,3960.545,3966.8213,3952.393,3955.9133,3960.9536,3956.0635,3966.2927
4034.71484375,4030.226,4024.4724,4029.1526,4032.4343,4028.5608,4028.5046,4035.3542,4030.9976,4028.0051,4023.4368,4031.6807,4028.0427,4040.1318
2526.3125,2524.073,2534.2341,2523.5415,2528.502,2526.681,2535.5942,2527.944,2533.4224,2520.9746,2524.8875,2527.7727,2523.0447,2532.9688
1918.0992431640625,1918.2974,1926.3634,1917.0543,1920.7332,1919.0311,1927.7745,1918.9946,1924.4414,1914.2838,1917.7152,1920.2698,1917.1595,1921.0186
1019.3945922851562,1019.3445,1022.6525,1019.0164,1020.547,1019.94543,1023.17175,1019.88104,1022.248,1018.0622,1019.38855,1020.43854,1019.20404,1021.1584
1674.9808349609375,1673.9475,1672.9618,1674.2472,1675.126,1673.7838,1674.6659,1674.5364,1674.6085,1673.4227,1672.4873,1674.148,1672.6509,1676.3519
1633.7874755859375,1633.2784,1639.3438,1633.5269,1634.9424,1633.6377,1639.5852,1633.4916,1638.635,1631.0452,1633.169,1634.8534,1633.1165,1636.0482
1808.0594482421875,1806.8823,1806.5216,1807.3164,1808.2031,1806.8209,1809.2665,1806.8234,1809.0704,1804.6226,1804.8486,1807.3759,1805.0092,1809.9918
1939.5198974609375,1938.4381,1937.7488,1940.0071,1940.3619,1938.9761,1939.1321,1938.7347,1939.432,1938.5867,1937.5236,1939.4801,1938.4348,1941.0381
3207.408203125,3203.9272,3230.4353,3208.0842,3216.9102,3207.0947,3229.7576,3212.9868,3224.3274,3196.9202,3206.2568,3214.3755,3200.4917,3223.4888
9908.98828125,9907.057,9938.85,9902.825,9919.872,9912.06,9945.487,9913.212,9936.05,9893.136,9906.759,9917.143,9903.533,9925.661
2503.259765625,2501.8098,2503.024,2501.1619,2504.3308,2500.9763,2507.2764,2501.8816,2506.2148,2497.6665,2498.8218,2502.1418,2498.264,2506.208
1563.0189208984375,1561.1062,1568.9027,1561.14,1564.5735,1563.1696,1569.4117,1564.2799,1568.2007,1559.1288,1562.1472,1564.2018,1560.7498,1568.1188
1110.008544921875,1109.428,1112.1146,1108.6586,1110.8666,1108.9392,1113.8392,1109.0499,1112.2162,1107.1915,1108.1097,1109.8407,1107.5803,1110.8225
2923.134765625,2920.9526,2960.8235,2921.4087,2932.8247,2928.1536,2960.6504,2931.969,2953.4082,2910.1082,2927.2158,2935.2861,2920.6548,2944.1887
1725.31982421875,1725.3818,1730.0493,1725.548,1726.6971,1726.1392,1730.3055,1725.7594,1729.2183,1723.669,1725.6177,1726.6293,1725.3939,1726.8068
6365.64990234375,6311.5557,6564.1045,6331.204,6399.3486,6360.9233,6562.6045,6403.932,6531.7417,6254.4785,6348.701,6413.9453,6305.357,6493.386
7130.3896484375,7131.249,7170.679,7126.2686,7149.294,7135.0312,7186.8145,7133.7744,7171.6797,7110.683,7124.1167,7139.4043,7116.175,7148.7695
2168.232666015625,2163.2888,2153.5227,2168.5183,2170.7932,2166.7932,2160.4663,2167.1472,2163.6982,2164.353,2159.4854,2167.7908,2164.5657,2176.402
2266.47265625,2260.5776,2249.405,2266.254,2269.0525,2264.1924,2257.7686,2264.7393,2261.9324,2261.342,2255.5588,2265.671,2260.9688,2275.909
2048.323486328125,2044.3385,2039.9935,2048.48,2050.1113,2047.4326,2044.6616,2047.6005,2045.5802,2044.3463,2042.6586,2047.6732,2044.9293,2053.0586
2058.626708984375,2054.64,2051.136,2058.5847,2060.1328,2057.5579,2055.994,2057.7727,2056.5247,2054.2222,2052.9653,2057.6733,2054.676,2062.943
2063.24853515625,2058.981,2051.897,2063.6455,2065.4373,2062.3066,2056.75,2062.5588,2059.0007,2059.9438,2056.6292,2063.1746,2060.7026,2069.4893
2076.759033203125,2072.802,2069.569,2076.597,2078.068,2075.5457,2074.5042,2075.6917,2074.8926,2072.1235,2070.978,2075.6052,2072.5176,2080.8662
2335.544677734375,2329.0132,2317.3904,2334.2444,2338.383,2332.2605,2326.624,2333.3245,2331.9546,2328.684,2322.5881,2334.249,2327.3713,2345.4353
2155.8525390625,2151.77,2147.0186,2155.957,2156.557,2154.744,2152.0264,2154.8745,2153.1277,2151.433,2149.5977,2154.6726,2151.9211,2160.5923
2129.562255859375,2125.5237,2121.2544,2129.534,2130.3562,2128.448,2126.2102,2128.5254,2127.115,2125.059,2123.438,2128.3164,2125.5576,2133.977
2051.36572265625,2047.2784,2041.5369,2051.662,2053.4377,2050.5686,2046.1195,2050.7422,2047.7494,2047.8616,2045.3566,2051.1125,2048.5789,2056.8936
2103.063720703125,2099.0532,2095.3872,2102.8914,2104.0662,2101.8418,2100.3396,2101.9827,2100.921,2098.4624,2097.1248,2101.8545,2098.902,2107.2302
1918.5115966796875,1913.74,1904.3577,1917.012,1919.8883,1915.3336,1910.8175,1916.1034,1915.6234,1913.2249,1907.8833,1917.478,1912.1608,1925.3988
9911.208984375,9898.637,9872.084,9916.267,9908.44,9892.871,9860.701,9900.954,9880.815,9900.111,9873.852,9905.4795,9896.599,9919.356
932.0133666992188,931.0594,926.64233,932.35223,932.08997,931.40656,928.4737,931.56616,930.69,931.53406,928.82355,932.46454,930.7464,935.7502
12055.357421875,12040.452,12015.297,12053.46,12054.169,12042.777,12023.23,12050.203,12042.131,12045.565,12024.266,12048.9375,12034.78,12075.611
1632.40478515625,1630.3868,1626.99,1632.1582,1631.9288,1630.6737,1627.8986,1631.7267,1630.5605,1631.119,1627.9679,1631.3302,1629.5269,1634.9817
7200.14501953125,7194.811,7196.218,7195.08,7202.056,7189.257,7199.7397,7191.232,7197.895,7190.3354,7185.435,7196.223,7184.949,7211.003
9258.6875,9252.053,9253.925,9254.428,9257.237,9252.154,9255.229,9257.233,9257.309,9250.379,9250.807,9259.164,9252.791,9269.082
11008.5859375,11012.0205,11059.147,11009.818,11025.903,11019.255,11063.589,11016.824,11048.472,10989.905,11008.588,11025.681,11007.621,11035.394
958.9270629882812,958.90466,966.0893,959.3046,961.2178,960.32996,966.8427,959.76337,964.53424,956.70764,959.61237,961.34735,958.7055,961.6504
950.0868530273438,950.0343,957.71857,950.462,952.46735,951.4943,958.35736,950.9412,956.1439,947.6291,950.7243,952.69293,949.804,953.15894
1317.3858642578125,1316.5437,1316.7236,1317.5238,1318.026,1316.6519,1317.0305,1317.168,1316.9506,1317.0795,1315.7079,1317.1531,1316.1979,1318.011
1264.2501220703125,1263.3649,1263.6305,1264.2717,1264.8225,1263.4272,1263.8889,1264.0844,1263.8123,1263.8636,1262.6282,1263.8971,1262.9996,1264.8536
1335.580322265625,1334.7505,1334.8951,1335.7561,1336.2517,1334.8763,1335.2241,1335.3429,1335.1411,1335.2972,1333.8784,1335.3829,1334.414,1336.2208
9253.3349609375,9248.884,9316.535,9247.811,9277.442,9262.859,9323.547,9264.708,9303.06,9220.884,9253.132,9268.783,9241.579,9293.1455
6970.654296875,6966.9844,7006.8877,6965.368,6986.23,6975.0317,7013.216,6977.198,6999.4463,6948.059,6967.5176,6979.4585,6960.6543,6997.8325
7480.33349609375,7476.4585,7522.3325,7474.999,7497.7446,7485.779,7528.8037,7487.9946,7513.562,7455.5557,7477.833,7490.515,7469.995,7510.213
6613.96142578125,6589.981,6539.9165,6620.5776,6595.5547,6589.956,6513.3154,6602.5156,6566.4707,6607.5254,6559.8438,6610.5654,6605.7695,6647.295
8561.9443359375,8539.39,8498.3955,8542.01,8567.452,8530.929,8533.839,8558.705,8552.548,8532.57,8493.593,8546.766,8522.902,8621.873
7594.216796875,7566.6807,7509.1953,7601.8105,7573.08,7566.6514,7478.6504,7581.073,7539.684,7586.8228,7532.0747,7590.313,7584.807,7632.4873
1323.20458984375,1322.4698,1320.6526,1323.7778,1323.3756,1322.2844,1320.8689,1322.3114,1322.092,1322.6443,1320.965,1323.2784,1322.5096,1325.6954
9194.0078125,9159.371,9169.507,9173.281,9186.62,9165.452,9169.746,9199.551,9182.309,9151.95,9149.241,9170.041,9146.798,9217.517
9135.52734375,9101.115,9111.186,9114.934,9128.188,9107.154,9111.423,9141.035,9123.904,9093.739,9091.05,9111.714,9088.62,9158.888
5247.50439453125,5245.845,5268.737,5245.3745,5257.254,5251.2603,5274.545,5251.7114,5264.941,5236.9653,5246.5796,5254.3955,5243.8774,5261.384
6944.251953125,6942.1724,6979.4854,6942.2817,6958.761,6950.985,6986.314,6951.4673,6972.6294,6928.6343,6945.175,6955.3613,6939.765,6965.7505
5627.7900390625,5625.977,5651.977,5625.659,5638.5635,5632.159,5658.045,5632.6426,5647.583,5616.105,5627.256,5635.5557,5623.9995,5643.265
9506.302734375,9494.333,9467.713,9511.713,9503.665,9488.767,9456.33,9496.503,9476.556,9496.082,9470.175,9501.388,9492.695,9515.152
1116.926513671875,1115.4542,1112.8282,1117.2551,1116.5919,1114.8102,1111.7373,1115.6993,1113.6808,1115.4889,1112.7723,1116.0372,1115.0891,1117.4773
633.5185546875,632.7076,637.5642,633.3068,635.5753,633.1017,637.36096,635.49774,636.71875,631.93274,633.111,634.26733,631.4969,637.3746
957.52197265625,956.63666,954.66565,958.6301,958.1883,956.6503,955.2659,956.9741,956.323,957.3703,955.7946,958.04626,956.8135,960.20685
10748.1728515625,10742.603,10708.814,10753.59,10746.977,10742.31,10715.478,10744.764,10733.494,10749.984,10726.105,10752.881,10745.599,10768.0205
1756.928466796875,1752.6812,1736.2465,1759.8217,1752.6251,1751.4967,1728.8655,1754.2247,1745.8589,1755.6366,1742.2802,1756.52,1755.2404,1765.5175
11422.775390625,11372.326,11092.202,11434.209,11372.054,11320.459,11023.614,11378.428,11265.603,11362.705,11175.17,11399.773,11355.352,11553.516
6028.0439453125,6016.241,5985.216,6026.993,6031.7427,6017.13,5996.8013,6028.268,6007.913,6017.9775,6000.91,6023.391,6009.0156,6055.916
10853.0078125,10823.698,10741.422,10862.654,10823.557,10812.76,10708.657,10824.455,10787.634,10839.013,10762.885,10844.977,10832.653,10880.787
11006.31640625,10987.059,11018.954,10995.894,11003.687,10991.155,11019.634,11009.529,11019.15,10984.621,10985.804,11001.872,10988.229,11022.098
8044.94189453125,8011.505,8174.8325,8026.4883,8076.5176,8049.191,8171.503,8083.1157,8149.715,7971.2866,8041.0103,8069.4805,7998.534,8122.2944
913.2376708984375,897.9752,946.6495,894.76624,908.35486,893.3248,944.14734,919.97156,944.143,891.64734,897.8501,914.69116,894.1067,949.3867
7801.43017578125,7794.627,7914.414,7794.606,7851.456,7789.951,7921.6543,7776.102,7855.4287,7735.2915,7766.4995,7834.357,7775.383,7844.4707
2856.921630859375,2805.9424,3064.018,2825.4438,2906.7822,2859.093,3064.8738,2898.3394,3023.481,2725.558,2835.3425,2904.4993,2788.808,2999.6948
3106.081787109375,3080.067,3141.5388,3061.76,3127.6196,3044.96,3192.9092,3072.8765,3134.0994,3041.2053,3017.6016,3103.4111,2988.8877,3183.2505
2951.39453125,2905.9233,3179.3613,2925.6094,3034.3945,2984.1133,3224.8457,3010.2432,3127.7,2810.1333,2937.69,3037.102,2907.9224,3132.458
7177.65380859375,7158.19,7266.212,7168.158,7206.955,7187.943,7263.8574,7202.9526,7249.587,7140.1807,7186.793,7203.542,7160.374,7241.867
4548.68505859375,4524.223,4671.8115,4535.881,4582.0483,4555.517,4667.3394,4587.116,4651.5186,4494.5425,4550.918,4576.492,4519.537,4625.8667
1164.8931884765625,1164.3252,1164.288,1164.5219,1165.1267,1164.2933,1165.4928,1164.5386,1165.4391,1163.5828,1163.5048,1164.7616,1163.6625,1166.1385
1270.16845703125,1269.4542,1269.0099,1269.8728,1270.4062,1269.5017,1270.4109,1269.7448,1270.5365,1268.7906,1268.4584,1270.0541,1268.8167,1271.7106
1246.7952880859375,1246.1132,1245.7643,1246.4845,1247.0319,1246.1453,1247.1199,1246.3892,1247.2079,1245.4336,1245.1616,1246.6781,1245.4692,1248.271
6518.64794921875,6512.747,6504.596,6522.2856,6521.785,6515.6167,6507.0186,6512.4473,6511.887,6516.1963,6505.947,6521.544,6512.8066,6533.6265
8170.5244140625,8162.259,8149.742,8175.422,8174.472,8166.126,8153.8677,8162.3545,8160.943,8166.789,8153.05,8174.249,8162.9736,8191.253
347.8443908691406,348.0612,353.9131,348.0427,349.42157,348.8138,354.13693,348.80066,352.39166,346.25156,348.43097,349.90775,347.6032,350.50275
584.7949829101562,583.9294,583.4783,584.20184,585.27606,583.2691,585.7301,583.6002,585.91907,582.1649,581.66864,584.42615,581.6919,587.8553
12393.318359375,12378.682,12406.293,12384.46,12402.908,12384.573,12418.89,12383.72,12401.461,12354.189,12366.114,12388.017,12366.398,12400.744
10228.513671875,10225.044,10200.918,10222.148,10229.441,10220.25,10212.899,10226.6875,10221.476,10214.563,10197.259,10229.216,10219.896,10264.17
1515.3759765625,1514.8813,1514.4822,1515.313,1515.7244,1514.5295,1515.8151,1514.4847,1515.7926,1513.855,1513.5797,1514.9352,1513.6063,1516.7758
6368.2099609375,6366.016,6364.1685,6367.9062,6369.506,6364.7134,6369.5264,6364.478,6369.566,6361.9805,6360.732,6366.3433,6360.9297,6373.99
7420.05859375,7410.461,7404.4795,7422.8716,7422.151,7404.038,7401.671,7417.4146,7411.7373,7416.3535,7397.999,7417.763,7409.9346,7436.948
10569.583984375,10555.915,10547.393,10573.594,10572.564,10546.77,10543.395,10565.823,10557.73,10564.311,10538.165,10566.319,10555.166,10593.6455
10234.1943359375,10206.888,10178.15,10220.041,10217.063,10215.91,10185.124,10235.7705,10210.239,10209.014,10184.107,10224.542,10205.7,10252.963
13511.0380859375,13495.483,13511.528,13501.648,13510.507,13486.763,13502.146,13501.204,13517.689,13492.73,13488.124,13506.426,13494.175,13539.9375
20433.439453125,20339.027,20308.48,20367.164,20406.148,20345.518,20306.662,20424.953,20363.492,20307.088,20257.975,20332.244,20284.705,20476.756
24666.94140625,24661.986,24700.877,24672.025,24675.812,24669.805,24704.404,24668.934,24692.516,24648.34,24671.385,24674.191,24652.94,24684.654
1252.54541015625,1252.6582,1250.8971,1254.182,1253.333,1251.4276,1253.4004,1253.3329,1253.6539,1252.9172,1251.8029,1252.777,1252.1859,1256.4277
7374.88623046875,7362.4707,7376.9146,7371.3223,7378.852,7365.677,7391.9585,7368.065,7388.614,7349.0903,7356.2485,7367.2754,7352.5938,7390.2095
13800.982421875,13796.757,13763.999,13811.84,13799.603,13797.643,13770.65,13803.638,13781.271,13805.262,13779.713,13811.959,13802.024,13825.193
22225.8046875,22211.633,22166.533,22241.258,22216.8,22205.547,22151.977,22222.895,22185.533,22217.395,22181.223,22224.088,22216.883,22245.297
20621.375,20610.19,20608.1,20613.852,20620.207,20606.281,20624.852,20613.643,20621.297,20593.166,20595.215,20615.89,20605.502,20639.176
17674.861328125,17675.453,17636.723,17692.074,17680.092,17668.584,17628.18,17667.293,17653.38,17685.447,17651.098,17693.162,17678.709,17705.434
9775.181640625,9767.043,9776.833,9769.468,9771.685,9767.47,9773.768,9775.143,9777.397,9762.581,9768.671,9770.388,9763.584,9777.418
10437.626953125,10428.939,10439.3955,10431.527,10433.895,10429.3955,10436.122,10437.585,10439.996,10424.175,10430.679,10432.511,10425.245,10440.017
3386.0732421875,3374.8289,3269.0522,3403.7925,3390.0684,3361.709,3304.3494,3366.9106,3336.5864,3375.3936,3312.1392,3397.8232,3370.0215,3468.8687
5895.6669921875,5872.4775,5582.805,5936.704,5865.6455,5834.413,5627.544,5865.511,5788.979,5905.041,5744.2754,5925.615,5898.1523,6097.162
1156.5697021484375,1154.7092,1164.5377,1154.8611,1158.9725,1157.3123,1164.4968,1159.0563,1163.273,1152.3829,1156.9746,1158.8212,1154.4187,1163.3685
1147.943603515625,1145.0525,1155.0005,1146.1276,1150.0391,1147.2054,1156.0347,1149.7273,1154.2295,1141.8683,1145.7872,1148.6802,1144.163,1153.2686
8610.66015625,8598.711,8620.729,8602.121,8612.756,8604.252,8623.586,8615.564,8621.69,8589.254,8599.091,8606.519,8595.135,8625.388
8759.3369140625,8741.252,8749.705,8744.746,8749.124,8742.596,8749.825,8755.008,8756.334,8732.1,8735.842,8744.53,8734.999,8762.011
8616.0224609375,8600.937,8619.605,8603.675,8613.202,8606.157,8620.945,8617.4375,8621.876,8592.019,8600.379,8608.307,8596.47,8627.191
8759.8369140625,8741.028,8744.924,8743.433,8746.18,8741.244,8742.551,8753.717,8752.638,8733.969,8733.93,8743.378,8733.819,8761.612
1037.6824951171875,1037.3544,1037.059,1037.838,1038.0764,1037.4882,1037.451,1037.8401,1037.9042,1037.6002,1037.0154,1037.7192,1037.3134,1038.8209
