V1,V2,V3,V4,V5,V6
3875.910888671875,3939.6086,4036.0588,4111.437,4164.0674,4235.642
4810.8125,4916.346,5062.2207,5176.607,5290.177,5398.9736
14835.6630859375,15042.386,15306.11,15505.209,15707.752,15896.238
5899.69384765625,6212.9014,6588.079,6920.3784,7251.8984,7679.837
2935.5966796875,3056.6772,3207.0796,3342.7964,3468.9128,3632.683
10277.1484375,10553.33,10892.496,11193.739,11461.532,11794.128
10217.3583984375,10445.936,10736.543,10989.518,11215.886,11502.498
6471.1396484375,6813.355,7230.292,7593.8594,7962.2285,8421.795
6480.26513671875,6823.342,7240.9956,7605.2197,7974.2163,8434.694
6817.76416015625,6784.987,6811.2607,6775.699,6795.916,6789.9297
2515.021484375,2534.7544,2557.3901,2578.4873,2593.8816,2619.014
18615.705078125,18780.219,18972.902,19147.996,19274.44,19489.64
8188.26708984375,8241.308,8306.539,8364.484,8400.907,8471.194
18245.662109375,19434.033,20730.457,21923.941,23135.578,24776.125
21256.2890625,22707.16,24442.91,26599.383,29090.734,31472.852
9111.0205078125,9833.635,10721.854,11524.315,12366.551,13365.171
2825.69873046875,3056.4844,3324.6829,3572.1145,3822.744,4139.4033
12620.580078125,13839.385,15215.774,16464.426,17791.277,19449.67
2167.459228515625,2298.0967,2438.3787,2568.2158,2711.1018,2880.6274
10174.4326171875,10334.286,10628.415,10860.148,11033.459,11262.881
10081.146484375,10188.081,10322.302,10440.672,10573.609,10722.214
10173.7099609375,10380.963,10659.21,10897.898,11122.103,11395.067
9907.5234375,9979.759,10110.372,10116.951,10253.691,10321.548
10395.5546875,10487.778,11086.706,11236.215,11627.006,11510.125
10461.07421875,10872.811,11400.346,11811.326,12331.494,12822.081
13641.9892578125,14046.128,14543.54,15022.1,15526.865,16135.888
10624.078125,10943.092,11441.072,11817.701,12363.829,12802.988
10342.552734375,10658.326,11084.084,11438.6045,11871.109,12271.465
10115.4921875,10182.456,10276.286,10326.716,10405.1875,10418.003
10021.7880859375,10070.876,10115.704,10125.659,10241.823,10254.211
10219.12890625,10427.057,10668.567,10890.011,11068.181,11274.7295
9954.771484375,9981.719,10041.488,10003.997,10065.178,10038.775
10020.673828125,9983.717,10133.357,10096.513,10253.545,10199.504
10437.7265625,10825.766,11247.917,11650.605,12057.356,12552.086
10182.5009765625,10281.216,10344.592,10428.097,10555.619,10662.081
10267.728515625,10336.219,10394.762,10362.824,10485.248,10559.117
10130.814453125,10175.66,10193.787,10192.21,10250.326,10236.444
10175.4580078125,10262.184,10358.453,10442.515,10501.574,10590.538
10225.095703125,10474.832,10823.593,11034.872,11298.689,11671.301
9994.451171875,10283.795,10697.793,11030.501,11350.087,11645.295
4542.4638671875,4653.6475,4755.668,4824.046,5285.8843,5272.6357
3632.609375,3478.6057,3620.8513,3437.04,3656.758,3519.7205
4557.1279296875,4750.4194,4978.662,5184.399,5378.2837,5619.771
10518.796875,10521.986,10866.762,10671.802,11143.681,10987.821
9668.0751953125,9972.141,10399.598,10754.529,11089.437,11421.117
3726.516357421875,3727.385,3735.549,3737.7449,3742.8118,3744.007
1595.732666015625,1636.0199,1689.4951,1734.0416,1782.553,1815.4769
2587.17626953125,2594.7275,2651.4375,2656.7217,2676.6267,2704.1667
9800.486328125,9480.902,9758.947,9901.655,10164.066,9772.664
9623.9677734375,9541.531,9556.664,9438.837,9503.214,9255.874
711.919677734375,750.71826,833.4593,838.3967,1114.373,1084.1604
6385.021484375,6263.0957,6297.54,6356.229,6534.469,6438.222
8053.833984375,8106.551,8233.242,8361.361,8534.713,8632.601
1561.3603515625,1522.196,1578.3142,1533.0994,1622.065,1520.119
8056.767578125,8059.9897,8079.5117,8075.465,8118.219,8087.0596
6666.7919921875,6666.538,6673.9834,6665.6426,6673.611,6675.082
6504.802734375,6500.0654,6505.598,6496.586,6507.718,6496.244
7363.208984375,7405.101,7456.1777,7493.5474,7516.771,7581.7417
6441.8818359375,6463.7407,6483.0605,6496.676,6520.7515,6530.0503
8785.283203125,8770.928,8776.967,8771.817,8773.898,8717.254
8120.17626953125,8118.1055,8142.2007,8157.369,8179.2827,8190.679
8279.849609375,8256.715,8302.702,8280.874,8333.656,8238.691
1643.7904052734375,1670.1074,1679.6686,1666.2201,1692.6598,1683.633
8916.822265625,8907.936,8943.207,8940.57,9000.092,8973.768
3654.85009765625,3674.918,3701.445,3716.8828,3747.0864,3781.0173
1792.03515625,1819.8315,1846.5011,1860.6359,1859.1686,1906.644
2058.786376953125,2058.7197,2059.829,2055.2246,2053.4204,2052.8162
2139.678466796875,2134.3413,2149.1086,2181.252,2220.005,2193.1943
3064.603515625,3054.9087,3099.8096,3093.0457,3161.1426,3116.4106
1185.906005859375,1168.2725,1152.1812,1111.1041,1123.3508,1116.3098
2464.953125,2444.3665,2465.382,2457.295,2481.1912,2424.9692
1984.090576171875,1987.9951,1990.1615,1990.2112,2020.5356,2012.5734
2689.818359375,2697.427,2706.1987,2684.2664,2715.1008,2708.653
1289.5894775390625,1281.8616,1272.6866,1260.8748,1259.525,1259.0997
1816.754638671875,1807.921,1812.5646,1807.9015,1812.8662,1796.4767
1900.8963623046875,1889.142,1894.9027,1862.1377,1862.1768,1855.7858
1627.6572265625,1632.5897,1640.666,1638.5519,1645.5725,1643.4738
2180.26123046875,2174.5212,2193.7253,2175.0295,2201.9321,2171.4087
2207.603515625,2236.4692,2289.5203,2254.208,2303.2524,2268.0425
1829.91259765625,1795.5969,1797.8466,1776.1769,1803.8405,1776.2196
2497.23095703125,2482.2754,2492.472,2478.064,2483.4595,2482.7473
1946.5943603515625,1874.415,1929.3157,1900.9332,1984.1152,1976.8345
3913.99951171875,3897.1753,3932.8184,3887.7485,3949.7112,3943.6396
2235.059326171875,2186.6663,2228.207,2197.5554,2235.906,2212.294
2426.0634765625,2451.0596,2492.4792,2509.1323,2553.4575,2589.264
2490.189453125,2518.5005,2529.4905,2578.3057,2626.2349,2602.6807
7937.1435546875,7935.68,7945.636,7917.3384,7925.168,7899.2007
4318.04296875,4291.4277,4316.666,4320.269,4338.076,4330.6514
7003.12646484375,7005.14,7013.478,6990.657,7008.317,7024.042
9511.6923828125,9511.384,9515.939,9547.533,9586.2705,9618.063
3390.69189453125,3372.534,3371.8604,3315.687,3313.1729,3270.401
6770.462890625,6765.801,6778.5615,6774.649,6792.423,6773.4316
8233.931640625,8225.745,8246.791,8231.1455,8303.603,8275.629
7255.02099609375,7251.1655,7252.1025,7252.3413,7257.2793,7250.97
4835.71728515625,5076.9126,5355.5957,5595.9272,5759.6562,6003.3945
10994.9482421875,11457.03,12002.124,12518.066,13024.244,13658.531
8895.0673828125,9222.261,9656.558,10120.147,10697.905,11231.346
3405.267578125,3560.6895,3798.4,3984.269,4174.68,4391.508
3368.504638671875,3478.2217,3612.7085,3725.8608,3824.6392,3973.4463
11570.400390625,11618.874,11829.671,11940.355,12111.805,12197.776
10349.0771484375,10818.525,11310.75,11797.08,12200.711,12823.342
6307.3955078125,6525.007,6769.773,6948.025,7152.0986,7453.3853
4302.23095703125,4423.421,4652.2993,4850.755,5023.2627,5253.6953
4791.58447265625,4781.6484,4790.883,4807.4507,4858.6733,4858.7095
4603.25,4801.9297,5070.52,5275.11,5451.593,5734.956
5319.12109375,5518.757,5739.4067,5926.5347,6117.0986,6409.2793
13154.6044921875,13813.339,14548.254,15177.113,15784.184,16635.72
8130.9384765625,8152.67,8317.387,8428.391,8633.207,8614.236
2260.81298828125,2374.7104,2508.1084,2624.7856,2737.1138,2888.617
6874.24609375,7007.0835,7176.8223,7310.7754,7397.5337,7581.7544
2936.29931640625,3062.8687,3220.7866,3354.694,3480.9531,3649.5986
8603.298828125,8750.368,8973.109,9244.77,9376.779,9664.611
2025.7833251953125,2095.8555,2168.251,2215.6992,2268.3513,2359.0042
7907.7421875,8016.4346,8237.6045,8392.442,8574.387,8636.008
10342.54296875,10535.122,10935.744,11421.874,12024.285,12469.7705
3268.0927734375,3269.6665,3267.2026,3253.705,3293.917,3274.296
12204.935546875,12579.382,13090.008,13542.541,13748.563,14232.199
3344.41455078125,3456.0186,3589.1304,3702.984,3809.9487,3958.8086
3158.585205078125,3303.6973,3522.186,3696.4307,3868.4849,4064.9077
3364.709716796875,3473.4866,3607.4226,3720.361,3818.1362,3965.209
5328.71875,5586.633,5921.2666,6213.3477,6487.21,6871.96
3084.3779296875,3155.4531,3245.8728,3321.8105,3386.962,3493.0227
9018.8564453125,9001.896,9060.262,9061.25,9082.244,9077.12
11916.4140625,12310.58,12802.772,13230.43,13642.726,14171.906
3063.66064453125,3184.878,3330.6504,3468.2947,3612.3696,3787.7454
7025.142578125,7041.567,7141.8203,7264.0796,7228.586,7313.1484
10070.017578125,10478.596,10979.655,11338.511,11689.787,12299.783
16034.49609375,16791.553,17942.297,18993.402,19970.611,21281.01
13624.806640625,14019.473,14534.18,14936.831,15304.886,15828.053
3421.883544921875,3550.1772,3689.087,3835.566,3974.3835,4149.4844
8796.55078125,9180.475,9687.142,10125.272,10630.549,11171.673
6569.46826171875,6835.259,7146.8037,7429.6416,7691.38,8066.7676
3220.765625,3329.072,3511.0986,3644.7905,3777.5815,3916.0127
2172.34375,2175.5684,2175.3108,2152.868,2166.7788,2170.9016
18565.755859375,18896.61,19359.025,19711.309,20004.82,20470.2
3276.970703125,3356.2847,3448.4902,3529.1855,3589.985,3680.2556
3521.23291015625,3546.289,3554.5388,3547.6,3559.8635,3564.243
1127.011474609375,1129.2809,1137.0747,1133.4131,1153.7633,1145.0093
4070.38134765625,4217.7715,4403.8906,4562.9683,4698.166,4856.504
1626.902587890625,1680.8816,1769.927,1852.9775,1926.3171,2023.9778
1972.1268310546875,1989.2366,2000.433,2013.3643,2036.4155,2053.6155
4111.34765625,4215.1685,4357.4263,4439.198,4535.117,4692.814
8927.4072265625,9161.693,9499.204,9788.533,10152.334,10468.726
2227.2392578125,2261.5122,2303.0693,2346.9595,2359.9282,2401.2754
11657.546875,11911.563,12202.412,12458.363,12699.561,13034.56
2021.717041015625,2044.4092,2072.283,2097.2842,2119.818,2149.51
1336.7017822265625,1334.9087,1336.2275,1331.4672,1331.8252,1328.1666
2049.31787109375,2057.8933,2067.6519,2076.274,2082.5598,2092.3513
4597.72021484375,4620.6997,4648.728,4673.4937,4695.6177,4724.642
2221.720458984375,2221.173,2221.4563,2219.5808,2219.59,2218.2786
10022.275390625,10130.351,10256.52,10370.327,10467.859,10604.898
7851.6923828125,7740.97,8036.9233,8382.613,8684.701,8719.582
4304.490234375,4334.8936,4346.949,4479.215,4637.8857,4689.618
5481.37646484375,5428.9014,5440.3965,5406.1616,5459.682,5445.066
11238.3154296875,11276.816,11241.965,11222.937,11410.358,11511.361
9065.1376953125,9049.305,9013.646,9047.953,9187.387,9282.385
12586.1787109375,12525.935,12547.092,12745.117,13073.604,13246.151
10452.787109375,10398.769,10374.607,10430.96,10624.4795,10728.451
3319.975830078125,3315.6655,3309.0183,3317.0737,3368.9773,3405.6458
5832.7060546875,5771.1743,5715.6323,5778.5107,5873.416,5903.7656
6958.2568359375,6991.8535,6958.939,6925.9443,6984.0137,7016.914
4755.02294921875,4758.948,4749.99,4700.201,4728.6875,4701.285
5214.734375,5250.7173,5301.9653,5289.715,5326.9473,5273.8057
8283.572265625,8217.045,8167.6904,8231.745,8384.48,8450.425
5736.84228515625,5821.75,5892.012,5839.1885,6134.767,6195.4956
11126.130859375,11182.795,11157.775,11153.334,11337.946,11452.747
3283.316650390625,3246.833,3250.3452,3170.7725,3197.392,3147.4702
4887.734375,4865.5884,4880.439,4860.2676,4947.5557,4950.7627
3411.710693359375,3412.5771,3433.855,3409.33,3458.7495,3427.9807
9111.8642578125,9095.521,9059.683,9094.538,9235.182,9330.722
7342.58203125,7366.138,7341.2505,7453.9023,7549.852,7628.6724
3017.6826171875,3014.341,3006.7268,3014.4255,3033.1611,3039.6196
5127.8056640625,5104.586,5115.272,5112.387,5209.1987,5231.1675
4766.3642578125,4769.582,4760.678,4710.179,4738.2017,4710.5786
5048.517578125,5277.3984,5650.9644,5833.312,6617.9526,6049.794
2933.537353515625,2938.2986,2938.6614,2921.891,2940.4155,2943.0046
7519.73291015625,7506.8516,7481.9233,7502.474,7554.2188,7567.337
5083.11376953125,5051.54,5065.704,4975.8926,5062.365,5048.6455
3123.951171875,3119.8772,3107.6765,3085.9568,3128.62,3135.8286
8638.740234375,8548.326,8818.824,9211.086,9672.082,9726.408
1480.4501953125,1489.7812,1487.5243,1483.5039,1508.4841,1523.3955
8285.5576171875,8652.112,9053.117,9397.777,9802.072,10306.949
11323.751953125,11260.574,11289.26,11257.456,11280.94,11240.363
1523.4176025390625,1520.8015,1518.5148,1528.0581,1554.6816,1569.325
9407.1787109375,9460.175,9387.686,9801.279,10178.536,10393.523
6853.041015625,6945.0845,7038.3105,7023.735,7100.4795,7014.397
10542.869140625,10589.732,10558.838,10608.381,10836.198,10920.96
1157.0714111328125,1161.5808,1158.1912,1160.905,1178.4073,1189.995
9949.16015625,9983.94,9939.32,9917.811,10063.259,10155.738
4170.89453125,4127.064,4139.681,4065.5454,4108.576,4048.3926
4194.052734375,4183.177,4201.743,4156.356,4193.8105,4168.7305
5136.83984375,5149.3936,5155.3545,5142.149,5185.1274,5116.268
1166.5086669921875,1169.21,1165.2225,1164.5883,1182.658,1194.4271
4874.8369140625,4829.807,4877.5645,4909.1216,4991.2334,4999.472
6296.6826171875,6286.8916,6296.877,6294.0454,6330.135,6309.3066
9967.4501953125,9981.28,9948.731,9944.566,10110.84,10209.343
7442.6083984375,7442.3306,7449.319,7438.386,7465.718,7418.8794
7622.240234375,7769.966,7945.623,8077.9697,8348.2295,8464.674
7319.5654296875,7340.355,7441.6855,7600.8135,7727.635,7842.0366
3873.944091796875,3874.6248,3856.5361,3858.3467,3900.519,3922.8652
3555.89208984375,3566.2964,3573.2048,3629.333,3720.9639,3754.0742
3918.2080078125,4132.702,4388.2197,4599.978,4813.2393,5083.5557
7096.587890625,7554.5054,8034.7773,8439.783,8809.398,9382.465
2599.152099609375,2596.1118,2600.3474,2583.7793,2589.0815,2567.8845
4021.964111328125,4029.7063,4051.288,4064.2527,4081.6248,4079.018
19436.810546875,20132.102,20993.258,21732.05,22421.686,23352.172
14753.67578125,15219.524,15969.254,16515.152,17083.393,17758.535
9415.693359375,9557.051,9895.279,10228.59,10759.555,10581.791
9142.4052734375,9608.355,10142.8955,10655.133,11172.986,11820.5625
6252.32373046875,6371.741,6539.9883,6696.814,6905.706,7065.9336
17663.734375,18370.371,19223.785,20158.746,21207.299,22358.035
4108.73876953125,4254.4077,4420.926,4559.3345,4690.7036,4873.4023
3319.10693359375,3526.4253,3774.392,3998.1965,4239.162,4521.547
12374.4521484375,12907.719,13544.936,14094.697,14607.625,15313.192
11679.025390625,12258.912,12997.18,13657.887,14268.23,15091.971
10230.560546875,10236.826,10280.325,10312.558,10343.858,10373.612
9601.2724609375,9647.472,9692.243,9738.278,9770.29,9823.724
10032.7626953125,9991.575,9995.866,9939.942,9953.322,9884.808
8473.5419921875,8459.991,8450.33,8395.363,8414.181,8380.163
4519.400390625,4583.3184,4673.911,4775.3936,4900.4614,4992.6426
7249.947265625,7314.9067,7401.801,7462.2725,7519.3584,7606.855
10352.796875,10786.913,11289.371,11681.857,12138.85,12691.967
3670.7470703125,3753.2886,3852.5156,3935.896,4017.7996,4123.4883
2023.8033447265625,2035.0652,2038.332,2022.9116,2029.6698,2039.6035
7379.37109375,7481.338,7596.088,7704.0107,7805.226,7837.5986
3247.84521484375,3337.9253,3444.3792,3537.296,3613.3662,3720.1626
4256.3525390625,4289.1055,4351.9453,4395.551,4426.0767,4492.3115
1123.0531005859375,1125.3512,1133.205,1129.289,1149.7002,1140.9597
3200.513916015625,3188.177,3190.3496,3216.4343,3236.2134,3226.8625
2283.284912109375,2298.424,2320.5212,2331.345,2333.5288,2355.209
12409.759765625,12725.32,13171.444,13509.1045,13877.674,14332.272
6946.63671875,6893.561,6936.883,6866.0103,6913.428,6851.8613
2639.615478515625,2720.9775,2807.0203,2881.7363,2966.5132,3078.9846
1997.35009765625,2026.1787,2057.718,2081.969,2106.2178,2139.441
10456.07421875,10666.257,10964.787,11140.535,11290.791,11630.663
4395.025390625,4427.959,4484.7007,4574.699,4661.2476,4720.6772
9820.021484375,9927.771,10166.272,10391.733,10542.354,10755.442
13319.4052734375,13791.593,14323.305,14781.19,15191.519,15782.793
7075.892578125,7221.064,7404.1904,7671.5977,7860.3125,8066.5884
1694.9136962890625,1745.1462,1812.6633,1865.0364,1921.7054,1989.6863
2291.588623046875,2372.4587,2466.9487,2548.2087,2624.2612,2729.772
8363.037109375,8262.038,8301.577,8240.19,8252.534,8190.895
4806.13818359375,4963.821,5127.5547,5283.741,5396.745,5525.988
3879.272216796875,3866.2732,3909.016,3857.2388,3905.1987,3838.694
1965.427001953125,2021.054,2086.8706,2143.3496,2189.8972,2270.0896
980.3524780273438,977.9568,979.8306,974.42755,983.5344,976.8773
2662.28515625,2711.4531,2786.5562,2846.7515,2907.589,2976.1206
2289.326171875,2391.2795,2530.5073,2672.1016,2789.3604,2969.5845
7013.357421875,6985.4346,7116.9844,7146.073,7316.016,7396.2783
4872.224609375,5103.5957,5359.7305,5563.878,5783.823,6123.417
8205.5673828125,8336.938,8476.495,8604.822,8711.419,8849.211
8800.2451171875,8930.24,9142.856,9384.524,9760.646,10015.429
3670.43310546875,3752.835,3852.0007,3935.36,4017.2395,4122.8564
10892.3310546875,11200.164,11554.59,11870.055,12089.706,12477.324
4192.0361328125,4451.8,4756.7446,5029.246,5293.212,5644.6777
3142.66845703125,3189.293,3249.102,3298.9263,3341.9026,3399.9211
7613.3349609375,7622.9067,7684.702,7688.0254,7707.959,7646.579
4076.512451171875,4126.995,4188.406,4270.8247,4372.1157,4450.31
1124.46435546875,1127.0015,1126.4507,1125.9146,1126.0983,1128.9187
10454.4248046875,10670.4,10971.457,11151.271,11305.195,11650.347
8552.328125,8480.574,8491.274,8714.293,8928.5205,8787.933
6933.13330078125,6987.2734,7106.2705,7165.908,7273.4497,7348.7764
9097.7060546875,9229.842,9354.849,9510.345,9699.586,9807.444
8201.4853515625,8207.778,8232.378,8213.4,8336.0205,8284.387
1071.2664794921875,1081.0435,1093.9937,1109.8,1109.128,1115.8057
4529.8447265625,4529.1006,4504.225,4521.7993,4518.641,4512.3867
1729.0423583984375,1732.4968,1734.4264,1731.066,1739.4144,1727.1775
7460.05322265625,7452.691,7476.3384,7487.693,7518.45,7484.954
3296.675537109375,3346.114,3416.4526,3500.4653,3555.4133,3627.3853
2461.69970703125,2451.686,2451.777,2440.5957,2444.574,2440.072
3862.930419921875,3826.2024,3874.4856,3970.0532,4051.3196,4105.048
4114.3447265625,4109.736,4172.0493,4262.648,4346.006,4409.9155
4762.39111328125,4766.1816,4769.422,4771.412,4792.1353,4786.6914
1404.561767578125,1399.1846,1409.501,1414.0671,1421.3187,1419.5568
2070.492919921875,2081.3057,2104.1362,2125.8262,2174.2427,2187.7068
1726.4036865234375,1729.7778,1731.6525,1728.6554,1736.2305,1724.4803
2126.865966796875,2124.84,2134.5994,2113.8745,2121.278,2100.1333
1830.392822265625,1845.9015,1858.7742,1846.375,1858.7783,1839.0442
8434.759765625,8429.654,8457.297,8524.67,8695.256,8767.786
2716.064208984375,2710.3135,2719.8477,2720.4497,2734.2695,2717.7737
3469.872802734375,3547.318,3590.7178,3654.3792,3695.4297,3771.8862
4072.859619140625,4112.191,4150.6333,4185.1133,4216.077,4264.1313
8816.8671875,8925.43,9044.659,9155.806,9265.309,9289.3545
5029.35791015625,5053.9272,5108.58,5145.891,5168.01,5226.9536
1693.0733642578125,1710.9014,1751.9503,1767.0985,1802.9004,1834.7534
1553.6778564453125,1553.7567,1560.7181,1562.6055,1579.4473,1580.2958
1426.729248046875,1428.298,1429.3,1426.568,1429.2687,1431.9885
1150.3095703125,1154.2703,1158.0874,1171.3542,1184.5498,1186.8055
6184.5498046875,6322.0513,6524.5176,6748.9043,6833.6714,7023.542
3881.19580078125,3857.5425,3885.2888,3975.6558,4092.4863,4141.0796
10015.97265625,10313.752,10683.135,11000.227,11299.799,11717.018
6209.96484375,6188.757,6202.7544,6155.692,6192.3457,6190.7437
12399.701171875,12608.379,12926.496,13102.8125,13251.012,13604.241
6467.99853515625,6593.0376,6725.6,6830.0244,6933.921,7112.6665
4180.23583984375,4171.313,4168.0005,4148.5967,4158.1123,4157.227
8029.232421875,8212.146,8403.36,8590.552,8881.59,9014.83
8877.26171875,9086.619,9342.453,9641.537,9971.148,10308.951
1003.3193969726562,991.29016,996.2302,988.509,989.63794,982.20593
7900.72802734375,8060.3457,8252.171,8416.127,8566.198,8791.478
6100.68408203125,6227.668,6378.672,6519.5156,6694.931,6897.2754
4112.94677734375,4204.795,4311.1294,4413.2266,4504.612,4624.6465
4442.6689453125,4564.256,4664.023,4745.8706,4836.78,4981.735
1517.8603515625,1513.71,1526.236,1526.1316,1604.3691,1551.3524
2364.69873046875,2367.8157,2369.654,2362.2607,2367.423,2367.3137
2962.690185546875,2962.71,2969.683,2981.0059,3009.2332,3003.3203
5054.8486328125,5077.07,5166.359,5345.936,5536.848,5658.7373
12687.625,12792.394,12955.529,13010.59,13115.172,13230.045
1973.84130859375,1968.9796,1967.9745,1972.1709,1994.5924,1982.838
5184.22705078125,5249.2783,5284.5317,5301.869,5377.4404,5430.4834
2445.33349609375,2465.128,2496.749,2519.871,2570.4575,2596.8882
2227.68212890625,2244.8489,2257.1504,2260.2856,2282.318,2301.8657
3584.92236328125,3605.2349,3631.845,3645.0,3651.5586,3671.6604
1657.845458984375,1652.5701,1664.2526,1661.7363,1747.9995,1689.9462
1174.2530517578125,1171.0927,1171.8484,1176.0634,1180.81,1177.685
1470.390380859375,1466.5535,1465.4927,1459.0842,1460.6804,1458.9412
12214.3935546875,12294.705,12449.484,12504.683,12663.097,12748.394
1810.9705810546875,1835.4927,1860.9424,1884.4661,1904.3201,1928.9889
2653.06201171875,2644.3867,2654.8354,2649.9514,2685.9475,2663.7542
1557.566162109375,1570.4767,1584.7672,1596.4479,1607.932,1622.1202
6007.4638671875,6049.156,6112.53,6171.0444,6223.6255,6294.794
1080.4693603515625,1076.7157,1079.3413,1069.101,1075.7903,1074.6056
7740.412109375,7727.47,7723.869,7699.193,7732.8613,7716.3076
5438.91162109375,5557.413,5729.7397,5857.4814,6004.4116,6172.02
4431.25732421875,4528.0547,4675.242,4779.8247,4882.643,5007.499
1532.6138916015625,1553.5834,1579.9956,1599.9456,1614.5465,1639.2074
1333.9146728515625,1341.1493,1349.788,1357.5663,1364.441,1373.771
2664.97265625,2697.0046,2734.273,2767.7158,2795.7742,2835.188
2290.820068359375,2349.4302,2420.7893,2484.3801,2542.6343,2620.1772
20573.740234375,21608.828,22829.578,23955.467,25247.043,26773.248
12051.20703125,12736.351,13626.68,14737.508,15941.837,17056.68
19131.01953125,19845.98,20739.26,21523.266,22230.93,23104.781
2183.14208984375,2127.523,2175.273,2117.375,2177.559,2099.9844
3710.78271484375,3834.4048,3974.2712,4102.1143,4239.766,4409.403
8716.7724609375,9102.706,9552.564,9963.24,10372.16,10907.883
6221.33203125,6592.95,7121.6123,7567.6113,7944.06,8441.854
6593.5498046875,6796.6357,6967.4097,7156.6978,7391.618,7478.8994
2466.625244140625,2537.5698,2630.8264,2708.6655,2784.8662,2888.5745
3842.3017578125,3976.6792,4148.1484,4309.6562,4451.0635,4613.5693
1855.7615966796875,1851.7361,1947.2954,1996.888,2055.1597,2104.1885
10765.4521484375,11056.711,11434.582,11780.568,12195.563,12657.555
4710.2314453125,4939.342,5281.2114,5568.2524,5902.0786,6248.6104
3323.550537109375,3517.2954,3755.5632,3971.0068,4183.4727,4448.177
2650.835693359375,2771.7307,2909.5413,3037.4136,3171.6272,3342.356
15066.658203125,16003.494,17269.5,18771.254,20463.574,22032.076
19782.22265625,20445.74,21319.652,22116.799,22759.697,23526.14
4401.8193359375,4527.652,4688.8843,4876.6514,5094.0957,5315.2764
5251.98046875,5450.4624,5672.493,5874.9175,6071.9365,6358.485
10212.9150390625,10557.892,11010.28,11482.576,11942.9,12488.447
8610.357421875,8860.36,9366.104,9962.678,10558.615,11168.502
10432.181640625,10597.111,10919.43,11315.672,11766.865,11993.586
2063.384765625,2118.9849,2179.2546,2242.2534,2290.5916,2349.5293
6350.951171875,6662.512,7070.727,7619.9404,8233.125,8778.229
8989.541015625,9126.303,9413.387,9698.23,10066.594,10365.232
3590.216552734375,3825.2007,4116.181,4379.6333,4648.002,4984.049
10412.70703125,10714.818,11284.143,11821.998,12551.215,13149.095
3796.9814453125,3925.5405,4095.4048,4251.3164,4429.917,4613.2305
11631.115234375,12381.527,13653.454,14714.621,15574.588,16544.963
2325.125,2464.7207,2635.8926,2784.7847,2962.4487,3144.3533
15578.8203125,15877.311,16268.389,16595.95,16876.125,17254.043
1160.4027099609375,1106.8344,1150.8175,1048.9938,1070.3739,985.6809
2272.992431640625,2419.835,2616.4482,2784.8623,2980.3582,3192.437
